Crash Number,Date Time,Day Of Week,Object 1,Object 2,Street Number,Steet Name,Cross Street,Location,Latitude,Longitude,Coordinates
32070,04/24/2014 08:32:00 AM,Thursday,Auto,Pedestrian,,FIRST ST,Cambridgeside Pl,"FIRST ST & Cambridgeside Pl Cambridge, MA",42.367229500000001,-71.077720600000006,"(42.3672295, -71.0777206)"
32071,04/24/2014 06:30:00 AM,Thursday,Auto,Parked Vehicle,,Peabody St,Massachusetts Ave,"Peabody St & Massachusetts Ave Cambridge, MA",42.374069200000001,-71.118835399999995,"(42.3740692, -71.1188354)"
32072,04/24/2014 07:00:00 AM,Thursday,Auto,Parked Vehicle,205,Alewife Brook Pky,,"205 Alewife Brook Pky Cambridge, MA",42.389774299999999,-71.142394999999993,"(42.3897743, -71.142395)"
32073,04/24/2014 05:00:00 PM,Thursday,Auto,Bicycle,,Massachusetts Ave,Russell St,"Massachusetts Ave & Russell St Cambridge, MA",42.391758000000003,-71.123886099999993,"(42.391758, -71.1238861)"
32074,04/25/2014 03:25:00 PM,Friday,Auto,Auto,,Massachusetts Ave,EVERETT ST,"Massachusetts Ave & EVERETT ST Cambridge, MA",42.379989600000002,-71.119926500000005,"(42.3799896, -71.1199265)"
32075,04/25/2014 10:30:00 PM,Friday,Auto,Auto,872,Massachusetts Ave,,"872 Massachusetts Ave Cambridge, MA",42.367736800000003,-71.107536300000007,"(42.3677368, -71.1075363)"
32076,04/25/2014 04:20:00 PM,Friday,Auto,Auto,,Third St,SPRING ST,"Third St & SPRING ST Cambridge, MA",42.368965099999997,-71.080322300000006,"(42.3689651, -71.0803223)"
32077,04/26/2014 02:25:00 PM,Saturday,Auto,Auto,101,Brattle St,HAWTHORNE ST,"101 Brattle St Cambridge, MA",42.376327500000002,-71.126052900000005,"(42.3763275, -71.1260529)"
32078,04/26/2014 03:25:00 PM,Saturday,Auto,Auto,,Aberdeen Ct,HURON AVE,"Aberdeen Ct & HURON AVE Cambridge, MA",42.378761300000001,-71.147293099999999,"(42.3787613, -71.1472931)"
32079,04/27/2014 03:16:00 AM,Sunday,Taxi,Auto,1238,Massachusetts Ave,Bow St,"1238 Massachusetts Ave Cambridge, MA",42.3725357,-71.1159897,"(42.3725357, -71.1159897)"
32080,04/24/2014 08:00:00 PM,Thursday,Auto,Parked Vehicle,62,Jackson St,,"62 Jackson St Cambridge, MA",42.395385699999999,-71.135253899999995,"(42.3953857, -71.1352539)"
32081,04/29/2014 07:49:00 AM,Tuesday,Auto,Auto,1922,Massachusetts Ave,,"1922 Massachusetts Ave Cambridge, MA",,,
32082,04/29/2014 05:55:00 PM,Tuesday,Auto,Auto,,GREEN ST,Western Ave,"GREEN ST & Western Ave Cambridge, MA",42.365268700000001,-71.105026199999998,"(42.3652687, -71.1050262)"
32083,04/29/2014 08:43:00 PM,Tuesday,Auto,Parked Vehicle,82,Willow St,,"82 Willow St Cambridge, MA",42.371871900000002,-71.092216500000006,"(42.3718719, -71.0922165)"
32084,04/30/2014 08:00:00 AM,Wednesday,Auto,Auto,,FULKERSON ST,Rogers St,"FULKERSON ST & Rogers St Cambridge, MA",42.367134100000001,-71.088050800000005,"(42.3671341, -71.0880508)"
32922,11/08/2014 11:33:00 AM,Saturday,Auto,Auto,,LINNAEAN ST,,"LINNAEAN ST Cambridge, MA",,,
32085,04/30/2014 07:00:00 PM,Wednesday,Auto,Auto,,Broadway,Columbia St,"Broadway & Columbia St Cambridge, MA",42.3678703,-71.097358700000001,"(42.3678703, -71.0973587)"
32086,04/30/2014 07:57:00 PM,Wednesday,Auto,Fixed Object,1899,Massachusetts Ave,SOMERVILLE AVE,"1899 Massachusetts Ave Cambridge, MA",42.388572699999997,-71.119537399999999,"(42.3885727, -71.1195374)"
32088,04/30/2014 10:41:00 AM,Wednesday,Auto,Pedestrian,,OXFORD AVE,EVERETT ST,"OXFORD AVE & EVERETT ST Cambridge, MA",42.379821800000002,-71.116508499999995,"(42.3798218, -71.1165085)"
32089,05/01/2014 12:00:00 AM,Thursday,Auto,Parked Vehicle,37,SAVILLE ST,,"37 SAVILLE ST Cambridge, MA",42.383373300000002,-71.134818999999993,"(42.3833733, -71.134819)"
32090,05/01/2014 01:08:00 PM,Thursday,Auto,Bus (Other),,Massachusetts Ave,GARDEN ST,"Massachusetts Ave & GARDEN ST Cambridge, MA",42.375488300000001,-71.119918799999994,"(42.3754883, -71.1199188)"
32091,05/01/2014 07:25:00 PM,Thursday,Auto,Parked Vehicle,174,Appleton St,,"174 Appleton St Cambridge, MA",42.3821297,-71.133781400000004,"(42.3821297, -71.1337814)"
32092,05/01/2014 01:41:00 PM,Thursday,Auto,Auto,,Third St,SPRING ST,"Third St & SPRING ST Cambridge, MA",42.368965099999997,-71.080322300000006,"(42.3689651, -71.0803223)"
32093,01/01/2014 11:35:00 AM,Thursday,Auto,Auto,,Bishop Allen Dr,PROSPECT ST,"Bishop Allen Dr & PROSPECT ST Cambridge, MA",42.366344499999997,-71.103156999999996,"(42.3663445, -71.103157)"
32094,05/02/2014 05:21:00 PM,Friday,Auto,Auto,,Brookline St,Waverly St,"Brookline St & Waverly St Cambridge, MA",42.355175000000003,-71.110275299999998,"(42.355175, -71.1102753)"
32095,05/03/2014 11:46:00 AM,Saturday,Auto,Auto,,Hampshire St,PROSPECT ST,"Hampshire St & PROSPECT ST Cambridge, MA",42.372203800000001,-71.098976100000002,"(42.3722038, -71.0989761)"
32096,05/03/2014 02:00:00 PM,Saturday,Auto,Auto,1626,Massachusetts Ave,,"1626 Massachusetts Ave Cambridge, MA",42.380832699999999,-71.119834900000001,"(42.3808327, -71.1198349)"
32097,05/03/2014 07:20:00 PM,Saturday,Auto,Auto,,Massachusetts Ave,PEARL ST,"Massachusetts Ave & PEARL ST Cambridge, MA",42.364711800000002,-71.102569599999995,"(42.3647118, -71.1025696)"
32098,05/03/2014 08:21:00 PM,Saturday,Auto,Miscellaneous,5,Cowperthwaite St,,"5 Cowperthwaite St Cambridge, MA",42.368961300000002,-71.115951499999994,"(42.3689613, -71.1159515)"
32099,05/04/2014 05:35:00 PM,Sunday,Auto,Auto,,River St,Franklin St,"River St & Franklin St Cambridge, MA",42.364891100000001,-71.105804399999997,"(42.3648911, -71.1058044)"
32100,05/05/2014 12:00:00 PM,Monday,Taxi,Auto,,Massachusetts Ave,,"Massachusetts Ave Cambridge, MA",,,
32101,05/05/2014 12:30:00 PM,Monday,Auto,Fixed Object,,GARDEN ST,Massachusetts Ave,"GARDEN ST & Massachusetts Ave Cambridge, MA",42.375488300000001,-71.119918799999994,"(42.3754883, -71.1199188)"
32102,05/06/2014 08:00:00 AM,Tuesday,Auto,Auto,,Cardinal Medeiros Ave,Binney St,"Cardinal Medeiros Ave & Binney St Cambridge, MA",42.367736800000003,-71.090957599999996,"(42.3677368, -71.0909576)"
32103,05/06/2014 08:05:00 AM,Tuesday,Auto,Bicycle,838,Massachusetts Ave,,"838 Massachusetts Ave Cambridge, MA",42.367305799999997,-71.106834399999997,"(42.3673058, -71.1068344)"
32104,05/04/2014 02:30:00 PM,Sunday,Auto,Pedestrian,100,Cambridgeside Pl,,"100 Cambridgeside Pl Cambridge, MA",42.367080700000002,-71.076568600000002,"(42.3670807, -71.0765686)"
32105,05/06/2014 12:45:00 PM,Tuesday,Taxi,Auto,,Camelia Ave,Cambridge St,"Camelia Ave & Cambridge St Cambridge, MA",42.374282800000003,-71.105140700000007,"(42.3742828, -71.1051407)"
32107,05/06/2014 01:30:00 PM,Tuesday,Auto,Auto,410,Franklin St,,"410 Franklin St Cambridge, MA",42.366722099999997,-71.108947799999996,"(42.3667221, -71.1089478)"
32108,05/06/2014 08:54:00 AM,Tuesday,Auto,Bicycle,,Columbia St,Hampshire St,"Columbia St & Hampshire St Cambridge, MA",42.369914999999999,-71.096191399999995,"(42.369915, -71.0961914)"
32109,05/07/2014 10:15:00 AM,Wednesday,Auto,Auto,10,Rogers St,,"10 Rogers St Cambridge, MA",42.365791299999998,-71.077339199999997,"(42.3657913, -71.0773392)"
32110,04/14/2014 07:53:00 AM,Wednesday,Auto,Auto,,Massachusetts Ave,DAVENPORT ST,"Massachusetts Ave & DAVENPORT ST Cambridge, MA",42.389419599999997,-71.120033300000003,"(42.3894196, -71.1200333)"
32111,04/15/2014 09:36:00 PM,Tuesday,Auto,Taxi,600,Massachusetts Ave,Temple St,"600 Massachusetts Ave Cambridge, MA",42.364936800000002,-71.102951000000004,"(42.3649368, -71.102951)"
32112,04/19/2014 03:41:00 AM,Saturday,Auto,Auto,991,Massachusetts Ave,,"991 Massachusetts Ave Cambridge, MA",42.369274099999998,-71.111053499999997,"(42.3692741, -71.1110535)"
32113,04/19/2014 07:14:00 PM,Saturday,Auto,Auto,,MAGAZINE ST,William St,"MAGAZINE ST & William St Cambridge, MA",42.3635406,-71.106208800000005,"(42.3635406, -71.1062088)"
32114,04/20/2014 03:27:00 PM,Sunday,Auto,Auto,22,Acorn St,Chestnut St,"22 Acorn St Cambridge, MA",42.397849999999998,-71.147377000000006,"(42.39785, -71.147377)"
32115,04/25/2014 03:00:00 PM,Friday,Auto,Parked Vehicle,628,GREEN ST,,"628 GREEN ST Cambridge, MA",42.368846900000001,-71.112228400000006,"(42.3688469, -71.1122284)"
32116,04/26/2014 05:14:00 PM,Saturday,Auto,Auto,8,ORCHARD ST,DAVENPORT ST,"8 ORCHARD ST Cambridge, MA",42.390296900000003,-71.119163499999999,"(42.3902969, -71.1191635)"
32119,04/28/2014 09:30:00 PM,Monday,Auto,Auto,330,River St,,"330 River St Cambridge, MA",42.362136800000002,-71.1139297,"(42.3621368, -71.1139297)"
32120,05/06/2014 02:40:00 AM,Tuesday,Auto,Auto,44,Webster Ave,,"44 Webster Ave Cambridge, MA",42.3677177,-71.092666600000001,"(42.3677177, -71.0926666)"
32121,05/06/2014 01:30:00 PM,Tuesday,Auto,Parked Vehicle,410,Franklin St,,"410 Franklin St Cambridge, MA",42.366722099999997,-71.108947799999996,"(42.3667221, -71.1089478)"
32122,05/02/2014 09:05:00 AM,Friday,Auto,Bicycle,335,Broadway,,"335 Broadway Cambridge, MA",42.369922600000002,-71.102554299999994,"(42.3699226, -71.1025543)"
32123,04/15/2014 02:07:00 PM,Tuesday,Auto,Auto,,Bent St,FULKERSON ST,"Bent St & FULKERSON ST Cambridge, MA",42.367835999999997,-71.087890599999994,"(42.367836, -71.0878906)"
32124,04/30/2014 02:31:00 PM,Wednesday,Auto,Auto,119,Windsor St,,"119 Windsor St Cambridge, MA",42.3648338,-71.096275300000002,"(42.3648338, -71.0962753)"
32125,05/08/2014 10:50:00 AM,Thursday,Auto,Parked Vehicle,29,GARDEN ST,Chauncy St,"29 GARDEN ST Cambridge, MA",42.378948200000004,-71.124160799999999,"(42.3789482, -71.1241608)"
32126,04/30/2014 02:31:00 PM,Wednesday,Auto,Fixed Object,119,Windsor St,,"119 Windsor St Cambridge, MA",42.3648338,-71.096275300000002,"(42.3648338, -71.0962753)"
32127,05/01/2014 05:00:00 PM,Thursday,Auto,Parked Vehicle,,ESSEX ST,,"ESSEX ST Cambridge, MA",,,
32128,05/02/2014 09:05:00 AM,Wednesday,Auto,Bicycle,355,Broadway,,"355 Broadway Cambridge, MA",,,
32129,05/06/2014 08:35:00 AM,Tuesday,Auto,Bicycle,,Cambridge St,PROSPECT ST,"Cambridge St & PROSPECT ST Cambridge, MA",42.373378799999998,-71.0981369,"(42.3733788, -71.0981369)"
32130,05/07/2014 10:15:00 AM,Wednesday,Auto,Auto,10,Rogers St,,"10 Rogers St Cambridge, MA",42.365791299999998,-71.077339199999997,"(42.3657913, -71.0773392)"
32131,05/07/2014 07:23:00 PM,Wednesday,Auto,Auto,,Massachusetts Ave,ROSELAND ST,"Massachusetts Ave & ROSELAND ST Cambridge, MA",42.386821699999999,-71.1191788,"(42.3868217, -71.1191788)"
32132,05/07/2014 08:35:00 AM,Wednesday,Auto,Auto,580,MOUNT AUBURN ST,,"580 MOUNT AUBURN ST Cambridge, MA",42.375385299999998,-71.142677300000003,"(42.3753853, -71.1426773)"
32133,05/07/2014 06:45:00 PM,Wednesday,Auto,Auto,517,Concord Ave,,"517 Concord Ave Cambridge, MA",42.387084999999999,-71.141624500000006,"(42.387085, -71.1416245)"
32134,05/08/2014 12:15:00 PM,Thursday,Auto,Auto,,Carleton St,Amherst St,"Carleton St & Amherst St Cambridge, MA",42.360431699999999,-71.086387599999995,"(42.3604317, -71.0863876)"
32135,05/08/2014 12:05:00 PM,Thursday,Auto,Fixed Object,12,OXFORD AVE,,"12 OXFORD AVE Cambridge, MA",42.376399999999997,-71.1157532,"(42.3764, -71.1157532)"
32136,05/08/2014 10:30:00 AM,Thursday,Auto,Parked Vehicle,,GARDEN ST,Concord Ave,"GARDEN ST & Concord Ave Cambridge, MA",42.378326399999999,-71.123710599999995,"(42.3783264, -71.1237106)"
32137,05/07/2014 02:01:00 PM,Wednesday,Auto,Parked Vehicle,,Gore St,FIFTH ST,"Gore St & FIFTH ST Cambridge, MA",42.372142799999999,-71.082969700000007,"(42.3721428, -71.0829697)"
32139,04/26/2014 02:09:00 PM,Saturday,Auto,Auto,,MOUNT AUBURN ST,Ash St,"MOUNT AUBURN ST & Ash St Cambridge, MA",42.374294300000003,-71.125488300000001,"(42.3742943, -71.1254883)"
32140,04/28/2014 09:11:00 AM,Monday,Auto,Auto,1868,Massachusetts Ave,,"1868 Massachusetts Ave Cambridge, MA",42.387771600000001,-71.119293200000001,"(42.3877716, -71.1192932)"
32141,05/10/2014 04:19:00 PM,Saturday,Auto,Pedestrian,,Massachusetts Ave,ESSEX ST,"Massachusetts Ave & ESSEX ST Cambridge, MA",42.365077999999997,-71.103179900000001,"(42.365078, -71.1031799)"
32143,05/09/2014 12:00:00 AM,Friday,Auto,Pedestrian,25,Winter St,,"25 Winter St Cambridge, MA",42.372512800000003,-71.080459599999998,"(42.3725128, -71.0804596)"
32144,05/09/2014 09:26:00 PM,Friday,Auto,Fixed Object,41,Second St,,"41 Second St Cambridge, MA",,,
32145,05/10/2014 04:15:00 PM,Saturday,Auto,Auto,,Brattle St,Sparks St,"Brattle St & Sparks St Cambridge, MA",42.377845800000003,-71.130165099999999,"(42.3778458, -71.1301651)"
32146,05/09/2014 08:10:00 AM,Friday,Taxi,Bicycle,,Broadway,Cambridge Ctr,"Broadway & Cambridge Ctr Cambridge, MA",42.375614200000001,-71.115730299999996,"(42.3756142, -71.1157303)"
32147,05/09/2014 01:32:00 PM,Friday,Auto,Auto,,ELIOT ST,Kennedy Rd,"ELIOT ST & Kennedy Rd Cambridge, MA",,,
32148,05/09/2014 06:40:00 PM,Friday,Auto,Auto,,Cambridge St,Third St,"Cambridge St & Third St Cambridge, MA",42.371021300000002,-71.079849199999998,"(42.3710213, -71.0798492)"
32149,05/10/2014 08:18:00 PM,Saturday,Auto,Auto,,PLEASANT ST,GREEN ST,"PLEASANT ST & GREEN ST Cambridge, MA",42.365871400000003,-71.106025700000004,"(42.3658714, -71.1060257)"
32150,05/11/2014 12:21:00 PM,Sunday,Auto,Auto,,Cambridge St,Windsor St,"Cambridge St & Windsor St Cambridge, MA",42.372749300000002,-71.093284600000004,"(42.3727493, -71.0932846)"
32151,05/08/2014 12:04:00 PM,Thursday,Auto,Auto,53,White St,,"53 White St Cambridge, MA",42.389621699999999,-71.117027300000004,"(42.3896217, -71.1170273)"
33113,11/18/2014 12:32:00 PM,Tuesday,Auto,Auto,,MAIN ST,Technology Sq,"MAIN ST & Technology Sq Cambridge, MA",,,
32152,05/09/2014 11:19:00 PM,Friday,Auto,Auto,,Massachusetts Ave,Alewife Brook Pky,"Massachusetts Ave & Alewife Brook Pky Cambridge, MA",42.400936100000003,-71.1360016,"(42.4009361, -71.1360016)"
32153,05/09/2014 08:10:00 AM,Friday,Auto,Auto,,Broadway,Cambridge Ctr,"Broadway & Cambridge Ctr Cambridge, MA",42.375614200000001,-71.115730299999996,"(42.3756142, -71.1157303)"
32154,05/12/2014 08:40:00 AM,Monday,Auto,Pedestrian,,GROVE AVE,HURON AVE,"GROVE AVE & HURON AVE Cambridge, MA",42.382228900000001,-71.157936100000001,"(42.3822289, -71.1579361)"
32155,05/12/2014 01:45:00 PM,Monday,Auto,Auto,,Albany St,Portland St,"Albany St & Portland St Cambridge, MA",42.3617287,-71.093978899999996,"(42.3617287, -71.0939789)"
32156,05/09/2014 06:40:00 PM,Friday,Auto,Auto,,Cambridge St,Third St,"Cambridge St & Third St Cambridge, MA",42.371021300000002,-71.079849199999998,"(42.3710213, -71.0798492)"
32157,05/12/2014 11:10:00 AM,Monday,Auto,Auto,,Athenaeum St,FIRST ST,"Athenaeum St & FIRST ST Cambridge, MA",42.363857299999999,-71.078544600000001,"(42.3638573, -71.0785446)"
32158,05/13/2014 11:02:00 AM,Tuesday,Auto,Auto,89,SPRING ST,,"89 SPRING ST Cambridge, MA",42.369182600000002,-71.082023599999999,"(42.3691826, -71.0820236)"
32159,05/11/2014 01:00:00 PM,Sunday,Auto,Parked Vehicle,200,Alewife Brook Pky,,"200 Alewife Brook Pky Cambridge, MA",42.389793400000002,-71.142379800000001,"(42.3897934, -71.1423798)"
32160,05/09/2014 02:00:00 AM,Friday,Auto,Auto,40,JFK St,,"40 JFK St Cambridge, MA",42.372592900000001,-71.120124799999999,"(42.3725929, -71.1201248)"
32161,05/12/2014 07:57:00 AM,Monday,Auto,Auto,,MOUNT AUBURN ST,FRESH POND PKY,"MOUNT AUBURN ST & FRESH POND PKY Cambridge, MA",42.374759699999998,-71.138076799999993,"(42.3747597, -71.1380768)"
32788,10/06/2014 08:08:00 AM,Monday,Auto,Auto,,Massachusetts Ave,,"Massachusetts Ave Cambridge, MA",,,
32162,05/13/2014 10:05:00 AM,Tuesday,Auto,Auto,400,Cardinal Medeiros Ave,,"400 Cardinal Medeiros Ave Cambridge, MA",42.371673600000001,-71.088714600000003,"(42.3716736, -71.0887146)"
32163,05/13/2014 09:00:00 PM,Tuesday,Auto,Auto,,JFK St,MEMORIAL DR,"JFK St & MEMORIAL DR Cambridge, MA",42.3698044,-71.122459399999997,"(42.3698044, -71.1224594)"
32164,05/14/2014 10:30:00 AM,Wednesday,MBTA Bus,Truck,,MOUNT AUBURN ST,HOMER AVE,"MOUNT AUBURN ST & HOMER AVE Cambridge, MA",42.374965699999997,-71.148017899999999,"(42.3749657, -71.1480179)"
32165,05/14/2014 04:41:00 PM,Thursday,Auto,Fixed Object,,Callender St,Putnam Ave,"Callender St & Putnam Ave Cambridge, MA",42.365585299999999,-71.113677999999993,"(42.3655853, -71.113678)"
32166,05/14/2014 05:31:00 PM,Thursday,Auto,Auto,108,Columbia St,HARVARD ST,"108 Columbia St Cambridge, MA",42.366062200000002,-71.098388700000001,"(42.3660622, -71.0983887)"
32167,05/15/2014 11:00:00 AM,Thursday,Pedestrian,Auto,,Massachusetts Ave,Brookline St,"Massachusetts Ave & Brookline St Cambridge, MA",42.364013700000001,-71.101387000000003,"(42.3640137, -71.101387)"
32168,05/15/2014 02:00:00 PM,Thursday,Auto,Auto,,Massachusetts Ave,Hadley St,"Massachusetts Ave & Hadley St Cambridge, MA",42.391159100000003,-71.122802699999994,"(42.3911591, -71.1228027)"
32169,05/15/2014 02:10:00 PM,Thursday,Bicycle,Parked Vehicle,2100,Massachusetts Ave,,"2100 Massachusetts Ave Cambridge, MA",42.391746500000004,-71.123863200000002,"(42.3917465, -71.1238632)"
32170,05/15/2014 11:30:00 PM,Thursday,Taxi,Fixed Object,,Massachusetts Ave,Hollis St,"Massachusetts Ave & Hollis St Cambridge, MA",42.394653300000002,-71.127151499999997,"(42.3946533, -71.1271515)"
32171,05/16/2014 12:00:00 AM,Friday,Auto,Auto,48,Warren St,,"48 Warren St Cambridge, MA",42.373634299999999,-71.087852499999997,"(42.3736343, -71.0878525)"
32172,05/16/2014 11:05:00 AM,Friday,Auto,Parked Vehicle,1,White St,,"1 White St Cambridge, MA",42.389129599999997,-71.117950399999998,"(42.3891296, -71.1179504)"
32173,05/16/2014 01:50:00 PM,Friday,Auto,Auto,,FIRST ST,Rogers Ct,"FIRST ST & Rogers Ct Cambridge, MA",42.365879100000001,-71.078033399999995,"(42.3658791, -71.0780334)"
32174,05/16/2014 02:40:00 PM,Friday,Auto,Truck,219,Vassar St,,"219 Vassar St Cambridge, MA",42.356414800000003,-71.102478000000005,"(42.3564148, -71.102478)"
32175,05/16/2014 05:25:00 PM,Friday,Auto,Auto,,Hampshire St,PROSPECT ST,"Hampshire St & PROSPECT ST Cambridge, MA",42.372203800000001,-71.098976100000002,"(42.3722038, -71.0989761)"
32176,05/16/2014 06:04:00 PM,Friday,Auto,Pedestrian,485,Massachusetts Ave,,"485 Massachusetts Ave Cambridge, MA",42.3639565,-71.101287799999994,"(42.3639565, -71.1012878)"
32177,05/17/2014 05:16:00 AM,Saturday,Auto,Auto,205,Richdale Ave,,"205 Richdale Ave Cambridge, MA",42.389450099999998,-71.128723100000002,"(42.3894501, -71.1287231)"
32178,05/16/2014 05:00:00 PM,Friday,Auto,Parked Vehicle,63,OXFORD AVE,Wendell St,"63 OXFORD AVE Cambridge, MA",42.377250699999998,-71.155853300000004,"(42.3772507, -71.1558533)"
32179,05/16/2014 06:06:00 PM,Friday,Auto,Auto,,Charles St,Second St,"Charles St & Second St Cambridge, MA",42.367443100000003,-71.079383899999996,"(42.3674431, -71.0793839)"
32180,05/17/2014 12:59:00 AM,Saturday,Auto,Auto,,ELLERY ST,Broadway,"ELLERY ST & Broadway Cambridge, MA",42.372753099999997,-71.109725999999995,"(42.3727531, -71.109726)"
32181,05/17/2014 04:00:00 AM,Saturday,Auto,Auto,,Cambridge St,QUINCY ST,"Cambridge St & QUINCY ST Cambridge, MA",42.375473,-71.114318800000007,"(42.375473, -71.1143188)"
32182,05/18/2014 06:42:00 PM,Sunday,Truck,Parked Vehicle,252,Windsor St,,"252 Windsor St Cambridge, MA",42.367595700000003,-71.095230099999995,"(42.3675957, -71.0952301)"
32183,05/16/2014 02:15:00 PM,Friday,Auto,Auto,6 3,OXFORD AVE,,"6 3 OXFORD AVE Cambridge, MA",,,
32184,05/17/2014 04:00:00 AM,Saturday,Auto,Auto,,Cambridge St,QUINCY ST,"Cambridge St & QUINCY ST Cambridge, MA",42.375473,-71.114318800000007,"(42.375473, -71.1143188)"
32185,05/17/2014 07:07:00 PM,Saturday,Taxi,Fixed Object,,Massachusetts Ave,Cambridge St,"Massachusetts Ave & Cambridge St Cambridge, MA",42.376800500000002,-71.119804400000007,"(42.3768005, -71.1198044)"
32186,05/18/2014 03:00:00 PM,Sunday,Auto,Bicycle,,Brattle St,Longfellow Park,"Brattle St & Longfellow Park Cambridge, MA",42.376487699999998,-71.126724199999998,"(42.3764877, -71.1267242)"
32187,05/18/2014 01:20:00 PM,Sunday,Auto,Auto,,GARDEN ST,Massachusetts Ave,"GARDEN ST & Massachusetts Ave Cambridge, MA",42.375488300000001,-71.119918799999994,"(42.3754883, -71.1199188)"
32188,05/18/2014 02:45:00 PM,Sunday,Auto,Auto,29,GARDEN ST,,"29 GARDEN ST Cambridge, MA",42.378948200000004,-71.124160799999999,"(42.3789482, -71.1241608)"
32189,05/19/2014 07:30:00 PM,Monday,Auto,Bicycle,,Western Ave,Putnam Ave,"Western Ave & Putnam Ave Cambridge, MA",42.364482899999999,-71.113891600000002,"(42.3644829, -71.1138916)"
32190,05/19/2014 05:12:00 PM,Monday,Auto,Parked Vehicle,306,Webster Ave,,"306 Webster Ave Cambridge, MA",42.373249100000002,-71.094429000000005,"(42.3732491, -71.094429)"
32191,05/19/2014 10:07:00 PM,Monday,Auto,Auto,49,White St,,"49 White St Cambridge, MA",42.389583600000002,-71.117103599999993,"(42.3895836, -71.1171036)"
32192,05/19/2014 10:59:00 PM,Monday,Auto,Auto,,Massachusetts Ave,Cambridge St,"Massachusetts Ave & Cambridge St Cambridge, MA",42.376800500000002,-71.119804400000007,"(42.3768005, -71.1198044)"
32193,05/20/2014 11:15:00 AM,Tuesday,Auto,Auto,,Massachusetts Ave,Amherst St,"Massachusetts Ave & Amherst St Cambridge, MA",42.358188599999998,-71.093086200000002,"(42.3581886, -71.0930862)"
32194,05/20/2014 06:21:00 PM,Tuesday,Auto,Auto,,Inman St,Massachusetts Ave,"Inman St & Massachusetts Ave Cambridge, MA",42.3665886,-71.105682400000006,"(42.3665886, -71.1056824)"
32195,05/20/2014 10:25:00 PM,Tuesday,Auto,Auto,7,Woodbridge St,Massachusetts Ave,"7 Woodbridge St Cambridge, MA",42.395690899999998,-71.1282578,"(42.3956909, -71.1282578)"
32196,05/21/2014 08:01:00 AM,Wednesday,Auto,Auto,,Massachusetts Ave,Allen St,"Massachusetts Ave & Allen St Cambridge, MA",42.389877300000002,-71.120498699999999,"(42.3898773, -71.1204987)"
32197,05/21/2014 08:56:00 PM,Wednesday,Auto,Auto,,Massachusetts Ave,DAVENPORT ST,"Massachusetts Ave & DAVENPORT ST Cambridge, MA",42.389419599999997,-71.120033300000003,"(42.3894196, -71.1200333)"
32198,05/22/2014 02:25:00 PM,Thursday,Auto,Auto,,Concord Ave,SPINELLI PL,"Concord Ave & SPINELLI PL Cambridge, MA",42.390544900000002,-71.154007000000007,"(42.3905449, -71.154007)"
32199,05/22/2014 04:00:00 PM,Thursday,Auto,Parked Vehicle,,SAVILLE ST,Appleton St,"SAVILLE ST & Appleton St Cambridge, MA",42.382720900000002,-71.133415200000002,"(42.3827209, -71.1334152)"
