I/O,Date,Source (1),Source (2),Source Region,Vessel Name,Vessel Size (CBM),Destination (1),Destination (2),Destination (3),Destination (4),Destination (5),Primary Destination Country,Primary Destination Region,C2,C3,C4,iC4,Participant (1),Participant (2),Participant (3),Participant (4),Participant (5),Participant (6),Participant (7),Special Notes
,08/19/15,Qatar,Messaied,Middle East,Gaz Serenity,"22,557",Dahej,,,,,India,India,0,0,"13,000",0,Tasweeq,,,,,,,
,08/19/15,Saudi Arabia,Ras Tanura,Middle East,Maharshi Krishnatreya,"35,639",Sikka,,,,,India,India,0,0,"20,000",0,IOC,,,,,,,
,08/19/15,Norway,Kaarstoe,North Sea,Bastogne,"35,223",Pembroke,,,,,United Kingdom,Northwest Europe,0,0,"20,500",0,Statoil,,,,,,,
,08/19/15,Qatar,Ras Laffan,Middle East,Gas Taurus,"78,000",Teluk Semangka,,,,,Indonesia,Southeast Asia,0,"22,000","22,000",0,Tasweeq,Petredec,,,,,,
,08/19/15,Kuwait,Mina Al Ahmadi,Middle East,Continental,"84,000",Kalbut,,,,,Indonesia,Southeast Asia,0,"22,000","22,000",0,KPC,BPCL,,,,,,
,08/20/15,Iran,Assuleyah,Middle East,Everrich 6,"8,238",Kandla,,,,,India,India,0,"5,000",0,0,,,,,,,,
,08/20/15,Equatorial Guinea,Bioko Island,West Africa,Anafi,"35,000","Tallaboa, Puerto Rico",,,,,United States,Caribbean,0,"19,500",0,0,Geogas,,,,,,,
,08/20/15,Congo,N'Kossa,West Africa,Verrazane,"35,000",Sines,,,,,Portugal,Northwest Europe,0,"19,600",0,0,Geogas,Repsol,,,,,,
,08/20/15,Norway,Kaarstoe,North Sea,Clipper Star,"59,343","Newington, NH",,,,,United States,North America,0,"33,000",0,0,Statoil,Petredec,Sea-3,,,,,+ Flushing (12kt to Panama & T/S to Nashwan)
Out of port,08/20/15,United States,"Houston, TX",North America,BW Lord,"84,000",Ningbo,Chenshan,,,,China,Far East,0,"46,457",0,0,Enterprise,Unipec,,,,,,
,08/20/15,United Kingdom,Grangemouth,North Sea,Tanja Kosan,"6,270",ARA,,,,,Netherlands,Northwest Europe,0,0,"3,500",0,Eni,,,,,,,
,08/20/15,Algeria,Bethioua,Mediterranean,Gaz Palmyra,"12,089",Coastal Algeria,,,,,Algeria,Mediterranean,0,0,"6,200",0,SPC,,,,,,,
In port,08/20/15,,Floating Storage,Middle East,Eupen,"38,961",Mumbai,Mangalore,,,,India,India,0,0,"10,000",0,,,,,,,,
,08/20/15,Algeria,Bethioua,Mediterranean,Berga II,"35,000",Lavera,,,,,France,Mediterranean,0,"6,000","10,500",0,SPC,SHV,Lyondell,,,,,
,08/20/15,Libya,Mellitah,Mediterranean,Gaz Concord,"80,026",Malta(STS),,,,,Malta,Mediterranean,0,0,"20,000",0,Naftomar,,,,,,,
,08/20/15,United Arab Emirates,Das Island,Middle East,Gas Summit,"80,793",Vung Tau,,,,,Vietnam,Southeast Asia,0,"22,000","22,000",0,,,,,,,,
,08/20/15,Qatar,Ras Laffan,Middle East,Cougar,"84,000",Mangalore,Haldia,,,,India,India,0,"22,000","22,000",0,Tasweeq,IOC,,,,,,
,08/20/15,Qatar,Ras Laffan,Middle East,Sunny Bright,"78,918",Yokohama,Chiba,,,,Japan,Far East,0,"22,000","22,000",0,Tasweeq,,,,,,,
,08/20/15,Saudi Arabia,Yanbu,Middle East,Gas Alkhaleej,"82,000",Egypt(STS),,,,,Egypt,Mediterranean,0,"22,000","22,000",0,,,,,,,,STS w Isis Gas @ Med
,08/21/15,Iran,Assuleyah,Middle East,Black Pearl,"10,800",Iraq,,,,,Iraq,Middle East,0,"6,500",0,0,,,,,,,,
Out of port,08/21/15,United States,"Marcus Hook, PA",North America,Clipper Hebe,"17,000",Antwerp,,,,,Belgium,Northwest Europe,0,"9,500",0,0,Sunoco,SHV,,,,,,
,08/21/15,Russia,Ust Luga,North Sea,Navigator Libra,"22,000",Stenungsund,,,,,Sweden,Northwest Europe,0,"11,000",0,0,Sibur,,,,,,,
,08/21/15,Panama,Floating Storage,Central America,DL Calla,"78,408",Quetzal,,,,,Guatemala,Central America,0,"30,000",0,0,,,,,,,,STS w/ BW Havis @ Panama Canal
,08/21/15,Trinidad,Point Lisas,Caribbean,Virgo Gas,"3,516",Cuba,,,,,Cuba,Caribbean,0,0,"3,000",0,CuPet,,,,,,,
,08/21/15,Algeria,Bethioua,Mediterranean,Gaz Venezia,"7,434",Jorf,,,,,Morocco,Mediterranean,0,0,"4,200",0,SPC,,,,,,,
In port,08/21/15,Venezuela,Jose,South America,Irmgard Schulte,"20,600",Coastal Venezuela,,,,,Venezuela,South America,0,0,"13,476",0,Pdvsa,,,,,,,
,08/21/15,Norway,Mongstad,North Sea,Waasmunster,"38,115",LeHavre,,,,,France,Northwest Europe,0,0,"21,500",0,Statoil,,,,,,,
,08/21/15,Qatar,Ras Laffan,Middle East,Kailash Gas,"85,826",Vizag,,,,,India,India,0,"22,000","22,000",0,Tasweeq,,,,,,,
,08/21/15,United Arab Emirates,Ruwais,Middle East,Manifesto,"82,000",Chiba,Kobe,,,,Japan,Far East,0,"22,000","22,000",0,,,,,,,,
,08/22/15,Russia,Ust Luga,North Sea,JS Chukar,"5,000",Porvoo,,,,,Finland,Northwest Europe,0,"2,800",0,0,Sibur,,,,,,,
,08/22/15,Algeria,Bethioua,Mediterranean,Rhourd El Hamra,"22,760",Porto Torres,Naples,,,,Italy,Mediterranean,0,"12,700",0,0,SPC,,,,,,,
,08/22/15,Norway,Kaarstoe,North Sea,Antwerpen,"35,000",Rafnes,,,,,Norway,Northwest Europe,0,"19,800",0,0,Statoil,Ineos,,,,,,
,08/22/15,Norway,Melkoya,North Sea,Clipper Jupiter,"60,000",Yarimca,,,,,Turkey,Mediterranean,0,"33,000",0,0,Statoil,Aygaz,,,,,,mix
,08/22/15,United Arab Emirates,Ruwais,Middle East,Venus Glory,"82,000",Singapore(STS),,,,,Singapore,Southeast Asia,0,"44,000",0,0,Shell,,,,,,,
,08/22/15,Netherlands,Rotterdam,North Sea,Syn Tabit,"4,000",Rotterdam,,,,,Netherlands,Northwest Europe,0,0,"2,000",0,BP,,,,,,,
,08/22/15,Algeria,Arzew,Mediterranean,Telma Kosan,"5,638",Naples,,,,,Italy,Mediterranean,0,0,"2,500",0,,,,,,,,
Out of port,08/22/15,United States,"Galena Park, TX",North America,Prins Hendrik,"18,152",San Pedro de Macoris,,,,,Dominican Republic,Caribbean,0,0,"10,000",0,Targa,Geogas,,,,,,
,08/22/15,Nigeria,Bonny,West Africa,Hellas Fos,"80,705",Zhuhai,,,,,China,Far East,0,"22,500","22,500",0,Shell,,,,,,,
,08/22/15,Norway,Kaarstoe,North Sea,Marianne,"3,500",Pembroke,,,,,United Kingdom,Northwest Europe,0,0,0,"1,800",Valero,,,,,,,
,08/23/15,Trinidad,Point Lisas,Caribbean,Tracey Kosan,"3,678",Guyana,,,,,Guyana,South America,0,"2,000",0,0,Trafigura,,,,,,,
,08/23/15,Norway,Kaarstoe,North Sea,Happy Bear,"7,304",Dunkirk,,,,,France,Northwest Europe,0,"4,000",0,0,Statoil,Eni,,,,,,
Out of port,08/23/15,United States,"Houston, TX",North America,Norgas Conception,"10,000","Pt. Tupper, Nova Scotia",,,,,Canada,North America,0,"5,153",0,0,Enterprise,Vitol,,,,,,
,08/23/15,Algeria,Bethioua,Mediterranean,Navigator Glory,"22,500",Lavera,,,,,France,Mediterranean,0,"10,000",0,0,SPC,Stasco,Butagaz,SHV,,,,
,08/23/15,Russia,Ust Luga,North Sea,Navigator Leo,"20,700",Karlshamn,,,,,Sweden,Northwest Europe,0,"11,000",0,0,Sibur,,,,,,,
Out of port,08/23/15,United States,"Galena Park, TX",North America,Marigola,"17,918",Ocoa,,,,,Dominican Republic,Caribbean,0,"11,000",0,0,Targa,Geogas,,,,,,
,08/23/15,Algeria,Bethioua,Mediterranean,Rhourd El Fares,"35,000","Flushing, NL",,,,,Netherlands,Northwest Europe,0,"19,100",0,0,SPC,Gunvor,,,,,,
,08/23/15,Aruba,Floating Storage,Caribbean,Sanko Independence,"35,000",Jose,,,,,Venezuela,South America,0,"20,000",0,0,Trafigura,Pdvsa,,,,,,
Out of port,08/23/15,United States,"Galena Park, TX",North America,BW Borg,"78,000",Pajaritos,,,,,Mexico,Mexico (East Coast),0,"42,000",0,0,Targa,Gunvor,MGI,,,,,
Out of port,08/23/15,United States,"Houston, TX",North America,Kendal,"11,028",Port Moin,,,,,Costa Rica,Central America,0,"4,025","1,301",0,Enterprise,CaribLPG,,,,,,
,08/23/15,Russia,Ust Luga,North Sea,Sibur Voronezh,"20,600",Stenungsund,,,,,Sweden,Northwest Europe,0,0,"10,000",0,Sibur,,,,,,,
In port,08/23/15,,Floating Storage,Middle East,IGLC Anka,"38,000",Tuticorin,,,,,India,India,0,"10,000","10,000",0,,,,,,,,STS w/ Sakura Gas @ AG
Out of port,08/23/15,United States,"Houston, TX",North America,BW Broker,"82,000",Suape,,,,,Brazil,South America,0,"33,494","11,617",0,Enterprise,ExxonMobil,Petrobras,,,,,
In port,08/23/15,,Floating Storage,Middle East,Nisyros,"35,000",Mumbai,Tuticorin,,,,India,India,0,0,"20,000",0,,,,,,,,
,08/23/15,Saudi Arabia,Ras Tanura,Middle East,Sakura Gas,"84,000",Kalbut,,,,,Indonesia,Southeast Asia,0,"22,000","22,000",0,,,,,,,,STS w/ IGLC Anka @ AG
,08/23/15,Saudi Arabia,Ras Tanura,Middle East,Gas Friend,"78,000",Tanjung Uban,,,,,Indonesia,Southeast Asia,0,"22,000","22,000",0,,,,,,,,
,08/23/15,Algeria,Bethioua,Mediterranean,Rhourd Enouss,"59,000",Mohammedia,,,,,Morocco,Mediterranean,0,0,"34,000",0,SPC,,,,,,,
,08/24/15,Libya,Mellitah,Mediterranean,Gaz Venture,"6,540",Italy,,,,,Italy,Mediterranean,0,"4,000",0,0,Naftomar,,,,,,,
,08/24/15,Iran,Assuleyah,Middle East,White Purl,"8,000",Iraq,,,,,Iraq,Middle East,0,"5,000",0,0,,,,,,,,
In port,08/24/15,Venezuela,Jose,South America,Navigator Virgo,"20,657",Curacao,,,,,Netherland Antilles,Caribbean,0,"3,623","4,182",0,Ref. Isla,,,,,,,
,08/24/15,Aruba,Floating Storage,Caribbean,Epic Sicily,"7,500",Bahamas,,,,,Bahamas,Caribbean,0,0,"5,000",0,Trafigura,,,,,,,
,08/24/15,Algeria,Bethioua,Mediterranean,Ramagas,"15,000",Suez(STS),,,,,Egypt,Mediterranean,0,0,"7,700",0,SPC,Vitol,AMPTC,,,,,
,08/24/15,Algeria,Bethioua,Mediterranean,Hassi Messaoud 2,"59,000",Dortyol,,,,,Turkey,Mediterranean,0,"13,000","21,500",0,SPC,Demiroren,HCCT,,,,,
,08/24/15,Qatar,Ras Laffan,Middle East,Jag Vishnu,"75,386",Ennore,,,,,India,India,0,"22,000","22,000",0,Tasweeq,IOC,,,,,,
,08/24/15,Qatar,Ras Laffan,Middle East,Toyosu Maru,"78,462",Semangka Bay,,,,,Indonesia,Southeast Asia,0,"22,000","22,000",0,Tasweeq,,,,,,,
,08/25/15,United Kingdom,Teesside,North Sea,Coral Millepora,"4,200",Immingham,,,,,United Kingdom,Northwest Europe,0,"2,000",0,0,Eni,,,,,,,
Out of port,08/25/15,United States,"Galena Park, TX",North America,Captain Markos N.L.,"82,200",Aruba(STS),,,,,Aruba,Caribbean,0,"44,000",0,0,Targa,Gunvor,Shell,Trafigura,,,,
,08/25/15,Norway,Kaarstoe,North Sea,Goviken,"3,315","Flushing, NL",,,,,Netherlands,Northwest Europe,0,0,"1,200",0,Stasco,,,,,,,Kosan TBN
Out of port,08/25/15,United States,"Corpus Christi, TX",North America,Epic Bell,"7,200",Panama,,,,,Panama,Central America,0,0,"3,500",0,Trafigura,PetroPort,,,,,,
In port,08/25/15,Venezuela,Jose,South America,Adriatic Gas,"22,000",Coastal Venezuela,,,,,Venezuela,South America,0,0,"4,647",0,Pdvsa,,,,,,,
,08/25/15,Algeria,Bethioua,Mediterranean,Bahrain Vision,"12,000",Malta(STS),Fujairah(STS),,,,Malta,Mediterranean,0,0,"7,700",0,SPC,Vitol,,,,,,
,08/25/15,Kuwait,Mina Al Ahmadi,Middle East,Nordic Gas,"20,700",Porbander,,,,,India,India,0,0,"12,000",0,KPC,IOC,,,,,,
Out of port,08/25/15,United States,"Houston, TX",North America,Victoria Kosan,"8,046",Ciudad Madero,,,,,Mexico,Mexico (East Coast),0,0,0,"4,387",Enterprise,PMI,,,,,,
Out of port,08/26/15,United States,"Houston, TX",North America,Gaz Supplier,"78,488",Omoa,Aruba(STS),,,,Honduras,Central America,0,"43,640",0,0,Enterprise,TG&O,Naftomar,Trafigura,,,,
,08/26/15,Sweden,Brofjorden,North Sea,Epic Barnes,"7,200",Rotterdam,,,,,Netherlands,Northwest Europe,0,0,"2,500",0,Stasco,,,,,,,
Out of port,08/26/15,United States,"Galena Park, TX",North America,PGC Darko King,"6,519",Jamaica,,,,,Jamaica,Caribbean,0,0,"3,500",0,Targa,CaribLPG,PetroJam,,,,,
In port,08/26/15,,Floating Storage,Middle East,Gas Jasmine,"80,138",Fangcheng,Jiaxing,,,,China,Far East,0,"20,000","20,000",0,,,,,,,,
,08/26/15,United Arab Emirates,Ruwais,Middle East,G. Forever,"82,000",Sri Racha,,,,,Thailand,Southeast Asia,0,"22,000","22,000",0,,,,,,,,
,08/26/15,United Arab Emirates,Ruwais,Middle East,G. Arete,"82,000",Pyeong Taek,,,,,South Korea,Far East,0,"23,000","23,000",0,,,,,,,,
Out of port,08/26/15,United States,"Nederland, TX",North America,Clipper Posh,"84,000",Caojing,,,,,China,Far East,0,0,"33,000",0,Sunoco,Vitol,Statoil,,,,,
,08/27/15,Norway,Kaarstoe,North Sea,Marianna Kosan,"2,760",Antwerp,,,,,Belgium,Northwest Europe,0,"2,000",0,0,,,,,,,,
,08/27/15,Panama,Floating Storage,Central America,Patagoniagas,"15,097",Ocoa,Jamaica,,,,Dominican Republic,Caribbean,0,"7,500",0,0,,,,,,,,
Out of port,08/27/15,United States,"Marcus Hook, PA",North America,Navigator Gemini,"20,500",Tuxpan,,,,,Mexico,Mexico (East Coast),0,"11,000",0,0,MarkWest,Petredec,,,,,,
,08/27/15,Norway,Mongstad,North Sea,Navigator Genesis,"22,500",Rafnes,,,,,Norway,Northwest Europe,0,"12,000",0,0,,,,,,,,
,08/27/15,Trinidad,Point Lisas,Caribbean,Nashwan,"22,594",San Vicente,Valparaiso,,,,Chile,South America,0,"12,000",0,0,Petredec,,,,,,,
,08/27/15,Algeria,Bethioua,Mediterranean,Berga II,"35,000",Tarragona,Lavera,,,,Spain,Mediterranean,0,"19,000",0,0,SPC,BASF,SHV,,,,,
,08/27/15,Equatorial Guinea,Bioko Island,West Africa,Kent,"34,422",Tarragona,Sines,,,,Spain,Mediterranean,0,"19,600",0,0,Geogas,Repsol,,,,,,
,08/27/15,Norway,Mongstad,North Sea,Antwerpen,"35,000",Terneuzen,,,,,Netherlands,Northwest Europe,0,"19,600",0,0,Statoil,Dow,,,,,,
Out of port,08/27/15,United States,"Galena Park, TX",North America,Ronald N,"75,000",Panama(STS),,,,,Panama,Central America,0,"42,000",0,0,Targa,Statoil,Sojitz,,,,,
Out of port,08/27/15,United States,"Houston, TX",North America,Summit Terra,"78,000",Ocoa,,,,,Dominican Republic,Caribbean,0,"44,122",0,0,Enterprise,BP,Geogas,,,,,
,08/27/15,Kuwait,Mina Al Ahmadi,Middle East,Pacific Century,"78,482",Mailiao,,,,,Taiwan,Far East,0,"22,000","22,000",0,KPC,CPC,,,,,,
Out of port,08/28/15,United States,"Galena Park, TX",North America,Norgas Petaluma,"8,556",Tuxpan,,,,,Mexico,Mexico (East Coast),0,"5,000",0,0,Targa,Vitol,MGI,,,,,
,08/28/15,Russia,Ust Luga,North Sea,Navigator Atlas,"22,000",Tornio,,,,,Finland,Northwest Europe,0,"11,000",0,0,Sibur,,,,,,,
,08/28/15,Aruba,Floating Storage,Caribbean,Navigator Pegasus,"22,000",Topolobampo,,,,,Mexico,Mexico (West Coast),0,"12,000",0,0,Trafigura,PMI,,,,,,
In port,08/28/15,Venezuela,Jose,South America,Queen Zenobia,"22,952",Coastal Venezuela,,,,,Venezuela,South America,0,"2,234","2,579",0,Pdvsa,,,,,,,
Out of port,08/28/15,United States,"Chesapeake, VA",North America,Navigator Neptune,"22,085",LeHavre,,,,,France,Northwest Europe,0,0,"12,000",0,MarkWest,Total,,,,,,
,08/28/15,Nigeria,Escravos,West Africa,BW Nice,"59,375",Aliaga,,,,,Turkey,Mediterranean,0,"17,000","17,000",0,Chevron,Aygaz,,,,,,
In port,08/28/15,,Floating Storage,Middle East,Gas Beryl,"80,199",Yantai,Raoping,,,,China,Far East,0,"20,000","20,000",0,,,,,,,,
,08/28/15,Iran,Assuleyah,Middle East,Alpha,"78,500",Wenzhou,,,,,China,Far East,0,"20,000","20,000",0,,,,,,,,
,08/28/15,Iran,BIK,Middle East,Gas Beauty I,"75,680",Egypt(STS),,,,,Egypt,Mediterranean,0,"20,000","20,000",0,,,,,,,,
,08/28/15,Nigeria,Bonny,West Africa,Hellas Serenity,"82,000",Kawasaki,,,,,Japan,Far East,0,"22,000","22,000",0,NNPC,Total,,,,,,
Out of port,08/28/15,United States,"Ferndale, WA",North America,Iris Glory,"83,000",Ulsan,,,,,South Korea,Far East,0,"11,000","33,000",0,BP,,,,,,,
,08/29/15,Algeria,Bethioua,Mediterranean,Navigator Glory,"22,500",Tarragona,,,,,Spain,Mediterranean,0,"11,000",0,0,SPC,Stasco,Repsol,,,,,
Out of port,08/29/15,United States,"Marcus Hook, PA",North America,Celtic Gas,"22,000",Tarragona,,,,,Spain,Mediterranean,0,"11,000",0,0,Sunoco,Dow,,,,,,
In port,08/29/15,Venezuela,Jose,South America,Navigator Capricorn,"22,550",Coastal Venezuela,,,,,Venezuela,South America,0,"11,675",0,0,Pdvsa,,,,,,,
Out of port,08/29/15,United States,"Nederland, TX",North America,Comet,"84,000",Terneuzen,,,,,Netherlands,Northwest Europe,0,"46,000",0,0,Shell,Dow,,,,,,
Out of port,08/29/15,United States,"Houston, TX",North America,BW Gemini,"84,000",Tianjin,,,,,China,Far East,0,"46,377",0,0,Enterprise,Trafigura,Shell,,,,,
Out of port,08/29/15,United States,"Houston, TX",North America,Epic Balta,"6,311",Jamaica,,,,,Jamaica,Caribbean,0,"1,208","1,673",0,Enterprise,CaribLPG,PetroJam,,,,,
,08/29/15,Saudi Arabia,Ras Tanura,Middle East,Providence,"83,800",Vizag,,,,,India,India,0,"22,000","22,000",0,HPCL,,,,,,,
,08/29/15,Kuwait,Mina Al Ahmadi,Middle East,Gas Al Kuwait II,"82,000",Incheon,Pyeong Taek,,,,South Korea,Far East,0,"22,000","22,000",0,KPC,,,,,,,
,08/30/15,Norway,Mongstad,North Sea,Navigator Saturn,"22,085",Jorf,,,,,Morocco,Mediterranean,0,0,"12,000",0,Petredec,,,,,,,
,08/30/15,United Kingdom,Braefoot Bay,North Sea,Symi,"35,000",Terneuzen,,,,,Netherlands,Northwest Europe,0,"6,000","12,800",0,Shell,Dow,,,,,,
,08/30/15,Kuwait,Mina Al Ahmadi,Middle East,Sirocco,"83,000",Ennore,Vizag,,,,India,India,0,"22,000","22,000",0,KPC,IOC,,,,,,
,08/30/15,United Arab Emirates,Ruwais,Middle East,BW Tokyo,"83,000",Nagoya,Ukushima,,,,Japan,Far East,0,"22,000","22,000",0,,,,,,,,
,08/30/15,Qatar,Ras Laffan,Middle East,Monsoon,"83,800",Vizag,Dahej,,,,India,India,0,"22,000","22,000",0,,,,,,,,
,08/30/15,Russia,Ust Luga,North Sea,Sibur Tobol,"20,600",LeHavre,,,,,France,Northwest Europe,0,0,"10,000","1,500",Sibur,,,,,,,+ Hamina
Out of port,08/31/15,United States,"Galena Park, TX",North America,Gaschem Hamburg,"35,193",La Libertad,,,,,Ecuador,West Coast South America,0,"20,000",0,0,Targa,Petredec,PetroEcuador,,,,,via Panama Canal
Out of port,08/31/15,United States,"Houston, TX",North America,Karoline N,"75,000",Panama(STS),,,,,Panama,Central America,0,"41,948",0,0,Enterprise,Eneos,Petredec,,,,,
,08/31/15,United Arab Emirates,Ruwais,Middle East,Linden Pride,"78,000",Guangzhou,Chiba,,,,China,Far East,0,"46,000",0,0,,,,,,,,
,08/31/15,United Kingdom,Fawley,North Sea,Happy Bear,"7,304",Mohammedia,,,,,Morocco,Mediterranean,0,0,"4,500",0,,,,,,,,
Out of port,08/31/15,United States,"Galena Park, TX",North America,Zoe Schulte,"5,801",Mombasa,,,,,Kenya,West Africa,0,0,"7,000",0,Targa,Vitol,,,,,,
,08/31/15,United Arab Emirates,Das Island,Middle East,Sisouli Prem,"78,250",Ennore,Haldia,,,,India,India,0,"20,000","20,000",0,,,,,,,,
,08/31/15,Saudi Arabia,Ras Tanura,Middle East,Sea Dragon,"78,469",Dongguan,,,,,China,Far East,0,"22,000","22,000",0,,,,,,,,
,08/31/15,Saudi Arabia,Ras Tanura,Middle East,Lotus Gas,"80,000",Sakaide,,,,,Japan,Far East,0,"22,000","22,000",0,,,,,,,,
,08/31/15,Australia,Westernport,Australia,Crystal Marine,"80,138",Shenzhen,,,,,China,Far East,0,"22,000","22,000",0,BHP,Eneos,,,,,,
,08/31/15,United Arab Emirates,Ruwais,Middle East,Maharshi Vamadeva,"57,214",Kamarajar,,,,,India,India,0,0,"27,000",0,IOC,,,,,,,
,09/01/15,Trinidad,Point Lisas,Caribbean,Tracey Kosan,"3,678",Guyana,,,,,Guyana,South America,0,"2,000",0,0,Trafigura,,,,,,,
,09/01/15,Iran,Kharg Island,Middle East,Black Pearl,"10,800",Iraq,,,,,Iraq,Middle East,0,"6,500",0,0,,,,,,,,
Out of port,09/01/15,United States,"Marcus Hook, PA",North America,Balearic Gas,"22,000",Lavera,,,,,France,Mediterranean,0,"12,000",0,0,Sunoco,,,,,,,
In port,09/01/15,Aruba,Floating Storage,Caribbean,Gaz Fraternity,"22,577",El Tablazo,,,,,Venezuela,South America,0,"12,000",0,0,Trafigura,,,,,,,
,09/01/15,Norway,Kaarstoe,North Sea,Navigator Genesis,"22,500",LeHavre,,,,,France,Northwest Europe,0,"12,500",0,0,Statoil,Total,,,,,,
,09/01/15,Algeria,Bethioua,Mediterranean,Rhourd El Hamra,"22,760",Damietta,,,,,Egypt,Mediterranean,0,"12,600",0,0,SPC,UGDC,,,,,,
,09/01/15,Panama,Floating Storage,Central America,Sylvie,"35,000",Quintero,,,,,Chile,South America,0,"20,000",0,0,,,,,,,,
,09/01/15,Norway,Kaarstoe,North Sea,Waasmunster,"38,115",Terneuzen,,,,,Netherlands,Northwest Europe,0,"21,000",0,0,Statoil,,,,,,,
Out of port,09/01/15,United States,"Galena Park, TX",North America,Motivator,"82,000",Omoa,Pajaritos,,,,Honduras,Central America,0,"46,000",0,0,Targa,Petredec,Grupo Tomza,,,,,
,09/01/15,Trinidad,Point Lisas,Caribbean,Epic Borneo,"7,200",Tema,Abidjan,Lisbon,,,Ghana,West Africa,0,0,"4,000",0,Trafigura,,,,,,,
Out of port,09/01/15,United States,"Galena Park, TX",North America,Isabella Kosan,"8,000",Mohammedia,,,,,Morocco,Mediterranean,0,0,"4,500",0,Targa,Petredec,,,,,,
,09/01/15,Algeria,Bethioua,Mediterranean,Rhourd Enouss,"59,000",Lavera,,,,,France,Mediterranean,0,"25,200","8,600",0,SPC,SHV,Stasco,,,,,
,09/01/15,United Kingdom,Braefoot Bay,North Sea,Navigator Scorpio,"22,550",Rotterdam,,,,,Netherlands,Northwest Europe,0,0,"12,000",0,Stasco,Lyondell,,,,,,
,09/01/15,Saudi Arabia,Ras Tanura,Middle East,Sabarimala Gas,"35,000",Kandla,,,,,India,India,0,0,"20,000",0,,,,,,,,
,09/01/15,Qatar,Ras Laffan,Middle East,Oriental Queen,"82,000",Mailiao,,,,,Taiwan,Far East,0,"22,000","22,000",0,Tasweeq,,,,,,,
,09/01/15,Saudi Arabia,Yanbu,Middle East,Gas Alkhaleej,"82,000",Egypt(STS),,,,,Egypt,Mediterranean,0,"22,000","22,000",0,,,,,,,,
In port,09/01/15,Venezuela,Jose,South America,Navigator Taurus,"20,334",Curacao,,,,,Netherland Antilles,Caribbean,0,0,0,"1,343",Ref. Isla,,,,,,,
,09/01/15,Russia,Ust Luga,North Sea,Sibur Voronezh,"20,600",Rotterdam,,,,,Netherlands,Northwest Europe,0,0,"10,000","1,500",Sibur,Lyondell,,,,,,
,09/02/15,Trinidad,Point Lisas,Caribbean,Helle Kosan,"3,700",Suriname,Curacao,,,,Suriname,South America,0,"3,500",0,0,Rubys,,,,,,,
Out of port,09/02/15,United States,"Corpus Christi, TX",North America,Navigator Phoenix,"22,211",Aruba(STS),,,,,Aruba,Caribbean,0,"10,000",0,0,Trafigura,,,,,,,
Out of port,09/02/15,United States,"Galena Park, TX",North America,Essex,"35,000",Quintero,,,,,Chile,South America,0,"20,000",0,0,Targa,Gunvor,Trafigura,Petredec,,,,
Out of port,09/02/15,United States,"Houston, TX",North America,Al Wukir,"82,000",Terneuzen,,,,,Netherlands,Northwest Europe,0,"45,974",0,0,Enterprise,Eni,Astomos,Dow,,,,
Out of port,09/02/15,United States,"Nederland, TX",North America,Cobra,"84,000",Dortyol,,,,,Turkey,Mediterranean,0,"46,000",0,0,Shell,Aygaz,,,,,,
Out of port,09/02/15,United States,"Galena Park, TX",North America,PGC Strident Force,"6,257",Port Moin,,,,,Costa Rica,Central America,0,"2,000","1,500",0,Targa,CaribLPG,,,,,,
,09/02/15,Norway,Kaarstoe,North Sea,TBN,0,Antwerp,,,,,Belgium,Northwest Europe,0,0,"1,800",0,Total,,,,,,,B Gas Superior
,09/02/15,United Arab Emirates,Ruwais,Middle East,Aquamarine Progress,"83,000",Sri Racha,Ulsan,,,,Thailand,Southeast Asia,0,"22,000","22,000",0,Total,,,,,,,
,09/02/15,Saudi Arabia,Ras Tanura,Middle East,Gas Star,"84,000",Quinzhou,Bataan,,,,China,Far East,0,"22,000","22,000",0,,,,,,,,
,09/02/15,United Arab Emirates,Ruwais,Middle East,Grace River,"79,513",Kalbut,,,,,Indonesia,Southeast Asia,0,"22,000","22,000",0,,,,,,,,
,09/02/15,Kuwait,Mina Al Ahmadi,Middle East,Gas Al Mutlaa,"78,475",Ulsan,,,,,South Korea,Far East,0,"22,000","22,000",0,KPC,,,,,,,
Out of port,09/02/15,United States,"Houston, TX",North America,Warisoulx,"38,115",Incheon,,,,,South Korea,Far East,0,0,"22,212",0,Enterprise,Trafigura,,,,,,
,09/02/15,Algeria,Bethioua,Mediterranean,Gas Spirit I,"75,683",Alexandria,,,,,Egypt,Mediterranean,0,"12,000","33,000",0,SPC,AMPTC,,,,,,
,09/03/15,Iran,Assuleyah,Middle East,Everrich 6,"8,238",Kandla,,,,,India,India,0,"5,000",0,0,,,,,,,,
Out of port,09/03/15,United States,"Galena Park, TX",North America,Norgas Petaluma,"8,556",Tuxpan,,,,,Mexico,Mexico (East Coast),0,"5,000",0,0,Targa,Vitol,MGI,,,,,
,09/03/15,Russia,Ust Luga,North Sea,Navigator Libra,"22,000",Tornio,,,,,Finland,Northwest Europe,0,"11,000",0,0,Sibur,,,,,,,
,09/03/15,Norway,Kaarstoe,North Sea,Bastogne,"35,223",Rafnes,,,,,Norway,Northwest Europe,0,"19,800",0,0,Statoil,Ineos,,,,,,
,09/03/15,Panama,Floating Storage,Central America,Polar,"60,216",La Libertad,,,,,Ecuador,West Coast South America,0,"20,000","10,000",0,Petredec,,,,,,,
