"","season","stage","country","league","home_team_long","away_team_long","result","entropy"
"883","2010/2011",20,"England","England Premier League","Birmingham","Manchester United","D",1.26379404407834
"884","2010/2011",20,"England","England Premier League","West Bromwich Albion","Blackburn","A",1.50142389383963
"885","2010/2011",20,"England","England Premier League","Stoke","Fulham","A",1.4996293241321
"886","2010/2011",20,"England","England Premier League","Wigan","Arsenal","D",1.25634006041139
"887","2010/2011",20,"England","England Premier League","Chelsea","Bolton","H",1.09246324940355
"888","2010/2011",21,"England","England Premier League","Liverpool","Bolton","H",1.42708990455206
"889","2010/2011",21,"England","England Premier League","Sunderland","Blackburn","H",1.49209847864568
"890","2010/2011",21,"England","England Premier League","Tottenham","Fulham","H",1.24898826409278
"891","2010/2011",21,"England","England Premier League","West Ham","Wolverhampton Wanderers","H",1.53071206611291
"892","2010/2011",21,"England","England Premier League","Manchester City","Blackpool","H",1.09657254671489
"893","2010/2011",21,"England","England Premier League","Birmingham","Arsenal","A",1.35035139545376
"894","2010/2011",21,"England","England Premier League","West Bromwich Albion","Manchester United","A",1.27614784156373
"895","2010/2011",21,"England","England Premier League","Stoke","Everton","H",1.57200918750617
"896","2010/2011",21,"England","England Premier League","Wigan","Newcastle United","A",1.57036893153025
"897","2010/2011",21,"England","England Premier League","Chelsea","Aston Villa","D",1.03310866421072
"898","2010/2011",22,"England","England Premier League","Manchester United","Stoke","H",1.05432178169863
"899","2010/2011",22,"England","England Premier League","Arsenal","Manchester City","D",1.52166560308795
"900","2010/2011",22,"England","England Premier League","Wolverhampton Wanderers","Chelsea","H",1.21453466073418
"901","2010/2011",22,"England","England Premier League","Bolton","Wigan","D",1.4338533205156
"902","2010/2011",22,"England","England Premier League","Blackpool","Birmingham","A",1.56586228485711
"903","2010/2011",22,"England","England Premier League","Aston Villa","Sunderland","A",1.55345634717029
"904","2010/2011",22,"England","England Premier League","Everton","Tottenham","H",1.57060265097608
"905","2010/2011",22,"England","England Premier League","Newcastle United","West Ham","H",1.50048926906751
"906","2010/2011",22,"England","England Premier League","Blackburn","Liverpool","H",1.55204526346033
"907","2010/2011",22,"England","England Premier League","Fulham","West Bromwich Albion","H",1.55323187418558
"908","2010/2011",23,"England","England Premier League","Liverpool","Everton","D",1.55930853687426
"909","2010/2011",23,"England","England Premier League","Sunderland","Newcastle United","D",1.55376475469264
"910","2010/2011",23,"England","England Premier League","Tottenham","Manchester United","D",1.56568948737247
"911","2010/2011",23,"England","England Premier League","West Ham","Arsenal","A",1.29633347685587
"912","2010/2011",23,"England","England Premier League","Manchester City","Wolverhampton Wanderers","H",1.11023675783965
"913","2010/2011",23,"England","England Premier League","Birmingham","Aston Villa","D",1.57262165448625
"914","2010/2011",23,"England","England Premier League","West Bromwich Albion","Blackpool","H",1.46930802360166
"915","2010/2011",23,"England","England Premier League","Stoke","Bolton","H",1.55197888357386
"916","2010/2011",23,"England","England Premier League","Wigan","Fulham","D",1.57230687781682
"917","2010/2011",23,"England","England Premier League","Chelsea","Blackburn","H",1.07293126528117
"918","2010/2011",24,"England","England Premier League","Manchester United","Birmingham","H",0.965265847224644
"919","2010/2011",24,"England","England Premier League","Arsenal","Wigan","H",0.966764971466637
"920","2010/2011",24,"England","England Premier League","Aston Villa","Manchester City","H",1.53721637737019
"921","2010/2011",24,"England","England Premier League","Everton","West Ham","D",1.32219982627815
"922","2010/2011",24,"England","England Premier League","Newcastle United","Tottenham","D",1.54769196070311
"923","2010/2011",24,"England","England Premier League","Wolverhampton Wanderers","Liverpool","A",1.55662394039967
"924","2010/2011",24,"England","England Premier League","Blackburn","West Bromwich Albion","H",1.55946209619237
"925","2010/2011",24,"England","England Premier League","Fulham","Stoke","H",1.5616937543904
"926","2010/2011",24,"England","England Premier League","Bolton","Chelsea","A",1.3322266578745
"927","2010/2011",24,"England","England Premier League","Blackpool","Sunderland","A",1.56832934513618
"928","2010/2011",25,"England","England Premier League","Manchester United","Aston Villa","H",1.13888522550255
"929","2010/2011",25,"England","England Premier League","Arsenal","Everton","H",1.26292838298824
"930","2010/2011",25,"England","England Premier League","Sunderland","Chelsea","A",1.34371145706429
"931","2010/2011",25,"England","England Premier League","Birmingham","Manchester City","D",1.4130342016183
"932","2010/2011",25,"England","England Premier League","Bolton","Wolverhampton Wanderers","H",1.48625729871277
"933","2010/2011",25,"England","England Premier League","West Bromwich Albion","Wigan","D",1.45013108798562
"934","2010/2011",25,"England","England Premier League","Blackpool","West Ham","A",1.56976310796519
"935","2010/2011",25,"England","England Premier League","Liverpool","Stoke","H",1.37719679874137
"936","2010/2011",25,"England","England Premier League","Blackburn","Tottenham","A",1.55873844471277
"937","2010/2011",25,"England","England Premier League","Fulham","Newcastle United","H",1.54299610956936
"938","2010/2011",26,"England","England Premier League","Tottenham","Bolton","H",1.35245938540722
"939","2010/2011",26,"England","England Premier League","West Ham","Birmingham","A",1.5415041934009
"940","2010/2011",26,"England","England Premier League","Aston Villa","Fulham","D",1.51230067906682
"941","2010/2011",26,"England","England Premier League","Everton","Blackpool","H",1.29509562378882
"942","2010/2011",26,"England","England Premier League","Newcastle United","Arsenal","D",1.34503762719454
"943","2010/2011",26,"England","England Premier League","Manchester City","West Bromwich Albion","H",1.23437535246308
"944","2010/2011",26,"England","England Premier League","Wolverhampton Wanderers","Manchester United","H",1.18102477750693
"945","2010/2011",26,"England","England Premier League","Stoke","Sunderland","H",1.55106449339047
"946","2010/2011",26,"England","England Premier League","Wigan","Blackburn","H",1.57086694292532
"947","2010/2011",26,"England","England Premier League","Chelsea","Liverpool","A",1.39361411892501
"948","2010/2011",27,"England","England Premier League","Manchester United","Manchester City","H",1.46436797118792
"949","2010/2011",27,"England","England Premier League","Arsenal","Wolverhampton Wanderers","H",1.00446424067353
"950","2010/2011",27,"England","England Premier League","Liverpool","Wigan","D",1.17588875893146
"951","2010/2011",27,"England","England Premier League","Sunderland","Tottenham","A",1.57026882836811
"952","2010/2011",27,"England","England Premier League","Blackburn","Newcastle United","D",1.54897980082602
"953","2010/2011",27,"England","England Premier League","Fulham","Chelsea","D",1.38383735729548
"954","2010/2011",27,"England","England Premier League","Birmingham","Stoke","H",1.56918597979698
"955","2010/2011",27,"England","England Premier League","Bolton","Everton","H",1.570778024869
"956","2010/2011",27,"England","England Premier League","West Bromwich Albion","West Ham","D",1.52164063074949
"957","2010/2011",27,"England","England Premier League","Blackpool","Aston Villa","D",1.55164686137072
"958","2010/2011",28,"England","England Premier League","Tottenham","Arsenal","D",1.56605759705639
"959","2010/2011",28,"England","England Premier League","West Ham","Liverpool","H",1.54382285660059
"960","2010/2011",28,"England","England Premier League","Aston Villa","Blackburn","H",1.46620707332016
"961","2010/2011",28,"England","England Premier League","Everton","Sunderland","H",1.44801691681414
"962","2010/2011",28,"England","England Premier League","Newcastle United","Bolton","D",1.54881377602063
"963","2010/2011",28,"England","England Premier League","Manchester City","Fulham","D",1.31258706756905
"964","2010/2011",28,"England","England Premier League","Wolverhampton Wanderers","Blackpool","H",1.48896883744443
"965","2010/2011",28,"England","England Premier League","Stoke","West Bromwich Albion","D",1.50848765828735
"966","2010/2011",28,"England","England Premier League","Wigan","Manchester United","A",1.26490819591404
"967","2010/2011",28,"England","England Premier League","Chelsea","Birmingham","H",0.973156963196864
"968","2010/2011",29,"England","England Premier League","Arsenal","Sunderland","D",1.26011635652796
"969","2010/2011",29,"England","England Premier League","Liverpool","Manchester United","H",1.56895223203179
"970","2010/2011",29,"England","England Premier League","West Ham","Stoke","H",1.55924075253881
"971","2010/2011",29,"England","England Premier League","Newcastle United","Everton","A",1.56989929674835
"972","2010/2011",29,"England","England Premier League","Manchester City","Wigan","H",1.18052876496367
"973","2010/2011",29,"England","England Premier League","Wolverhampton Wanderers","Tottenham","D",1.56497856205064
"974","2010/2011",29,"England","England Premier League","Fulham","Blackburn","H",1.43875147474356
"975","2010/2011",29,"England","England Premier League","Birmingham","West Bromwich Albion","A",1.56317694726854
"976","2010/2011",29,"England","England Premier League","Bolton","Aston Villa","H",1.56371248509263
"977","2010/2011",29,"England","England Premier League","Blackpool","Chelsea","A",1.084256989893
"978","2010/2011",3,"England","England Premier League","Manchester United","West Ham","H",0.84552654228624
"979","2010/2011",3,"England","England Premier League","Liverpool","West Bromwich Albion","H",0.978227454915441
"980","2010/2011",3,"England","England Premier League","Sunderland","Manchester City","H",1.41703223072957
"981","2010/2011",3,"England","England Premier League","Tottenham","Wigan","A",1.02934372570638
"982","2010/2011",3,"England","England Premier League","Aston Villa","Everton","H",1.56976831897818
"983","2010/2011",3,"England","England Premier League","Wolverhampton Wanderers","Newcastle United","D",1.57026650314327
"984","2010/2011",3,"England","England Premier League","Blackburn","Arsenal","A",1.31058754429618
"985","2010/2011",3,"England","England Premier League","Bolton","Birmingham","D",1.55051373858325
"986","2010/2011",3,"England","England Premier League","Blackpool","Fulham","D",1.56055280854812
"987","2010/2011",3,"England","England Premier League","Chelsea","Stoke","H",0.766532630466241
"988","2010/2011",30,"England","England Premier League","Manchester United","Bolton","H",1.20292343268792
"989","2010/2011",30,"England","England Premier League","Sunderland","Liverpool","A",1.57144745083958
"990","2010/2011",30,"England","England Premier League","Tottenham","West Ham","D",1.36471203474118
"991","2010/2011",30,"England","England Premier League","Aston Villa","Wolverhampton Wanderers","A",1.48683618467036
"992","2010/2011",30,"England","England Premier League","Everton","Fulham","H",1.52056753593059
"993","2010/2011",30,"England","England Premier League","Blackburn","Blackpool","D",1.48040644717872
"994","2010/2011",30,"England","England Premier League","West Bromwich Albion","Arsenal","D",1.3782987946257
"995","2010/2011",30,"England","England Premier League","Stoke","Newcastle United","H",1.56082095295193
"996","2010/2011",30,"England","England Premier League","Wigan","Birmingham","H",1.55211221120532
"997","2010/2011",30,"England","England Premier League","Chelsea","Manchester City","H",1.40628865836284
"998","2010/2011",31,"England","England Premier League","Arsenal","Blackburn","D",1.04384165840223
"999","2010/2011",31,"England","England Premier League","West Ham","Manchester United","A",1.40078909396055
"1000","2010/2011",31,"England","England Premier League","Everton","Aston Villa","D",1.49037227268283
"1001","2010/2011",31,"England","England Premier League","Newcastle United","Wolverhampton Wanderers","H",1.51763787887922
"1002","2010/2011",31,"England","England Premier League","Manchester City","Sunderland","H",1.29873016480022
"1003","2010/2011",31,"England","England Premier League","Fulham","Blackpool","H",1.35518517606643
"1004","2010/2011",31,"England","England Premier League","Birmingham","Bolton","H",1.56909997908163
"1005","2010/2011",31,"England","England Premier League","West Bromwich Albion","Liverpool","H",1.56243005668566
"1006","2010/2011",31,"England","England Premier League","Stoke","Chelsea","D",1.34591135162933
"1007","2010/2011",31,"England","England Premier League","Wigan","Tottenham","D",1.56239927133586
"1008","2010/2011",32,"England","England Premier League","Manchester United","Fulham","H",1.26589951375192
"1009","2010/2011",32,"England","England Premier League","Liverpool","Manchester City","H",1.56954935810837
"1010","2010/2011",32,"England","England Premier League","Sunderland","West Bromwich Albion","A",1.5574498545437
"1011","2010/2011",32,"England","England Premier League","Tottenham","Stoke","H",1.44700514655854
"1012","2010/2011",32,"England","England Premier League","Aston Villa","Newcastle United","H",1.48887644988984
"1013","2010/2011",32,"England","England Premier League","Wolverhampton Wanderers","Everton","A",1.57092130798552
"1014","2010/2011",32,"England","England Premier League","Blackburn","Birmingham","D",1.52946545821678
"1015","2010/2011",32,"England","England Premier League","Bolton","West Ham","H",1.54804394578195
"1016","2010/2011",32,"England","England Premier League","Blackpool","Arsenal","A",1.1787065777461
"1017","2010/2011",32,"England","England Premier League","Chelsea","Wigan","H",0.967278779819194
"1018","2010/2011",33,"England","England Premier League","Blackpool","Wigan","A",1.56503925294219
"1019","2010/2011",33,"England","England Premier League","Arsenal","Liverpool","D",1.44642930520662
"1020","2010/2011",33,"England","England Premier League","West Ham","Aston Villa","A",1.5643544727239
"1021","2010/2011",33,"England","England Premier League","Everton","Blackburn","H",1.43113892189043
"1022","2010/2011",33,"England","England Premier League","Newcastle United","Manchester United","D",1.35673028304441
"1023","2010/2011",33,"England","England Premier League","Manchester City","Tottenham","H",1.51325475867587
"1024","2010/2011",33,"England","England Premier League","Fulham","Bolton","H",1.48500831177297
"1025","2010/2011",33,"England","England Premier League","Birmingham","Sunderland","H",1.55968923158805
"1026","2010/2011",33,"England","England Premier League","West Bromwich Albion","Chelsea","A",1.35827525088612
"1027","2010/2011",33,"England","England Premier League","Stoke","Wolverhampton Wanderers","H",1.48179774167368
"1028","2010/2011",34,"England","England Premier League","Manchester United","Everton","H",1.26744715594369
"1029","2010/2011",34,"England","England Premier League","Liverpool","Birmingham","H",1.27409400016482
"1030","2010/2011",34,"England","England Premier League","Sunderland","Wigan","H",1.547422511314
"1031","2010/2011",34,"England","England Premier League","Tottenham","West Bromwich Albion","D",1.371939481617
"1032","2010/2011",34,"England","England Premier League","Aston Villa","Stoke","D",1.48377838540886
"1033","2010/2011",34,"England","England Premier League","Wolverhampton Wanderers","Fulham","D",1.57165606886766
"1034","2010/2011",34,"England","England Premier League","Blackburn","Manchester City","A",1.53931234703022
"1035","2010/2011",34,"England","England Premier League","Bolton","Arsenal","H",1.38439921511684
"1036","2010/2011",34,"England","England Premier League","Blackpool","Newcastle United","D",1.56304460658747
"1037","2010/2011",34,"England","England Premier League","Chelsea","West Ham","H",0.997845711852593
"1038","2010/2011",35,"England","England Premier League","Arsenal","Manchester United","H",1.57035774984161
"1039","2010/2011",35,"England","England Premier League","Liverpool","Newcastle United","H",1.27875554061426
"1040","2010/2011",35,"England","England Premier League","Sunderland","Fulham","A",1.57161257492245
"1041","2010/2011",35,"England","England Premier League","Manchester City","West Ham","H",1.22527511091381
"1042","2010/2011",35,"England","England Premier League","Blackburn","Bolton","H",1.52474762380182
"1043","2010/2011",35,"England","England Premier League","Birmingham","Wolverhampton Wanderers","D",1.54846625637462
"1044","2010/2011",35,"England","England Premier League","West Bromwich Albion","Aston Villa","H",1.56741301302658
"1045","2010/2011",35,"England","England Premier League","Blackpool","Stoke","D",1.56542628362424
"1046","2010/2011",35,"England","England Premier League","Wigan","Everton","D",1.56916002485802
"1047","2010/2011",35,"England","England Premier League","Chelsea","Tottenham","H",1.31274370179178
"1048","2010/2011",36,"England","England Premier League","Manchester United","Chelsea","H",1.56741586656976
"1049","2010/2011",36,"England","England Premier League","Tottenham","Blackpool","D",1.11605392373139
"1050","2010/2011",36,"England","England Premier League","West Ham","Blackburn","D",1.52546051860893
"1051","2010/2011",36,"England","England Premier League","Aston Villa","Wigan","D",1.4809552346944
"1052","2010/2011",36,"England","England Premier League","Everton","Manchester City","H",1.57090450775799
"1053","2010/2011",36,"England","England Premier League","Newcastle United","Birmingham","H",1.50845644397313
"1054","2010/2011",36,"England","England Premier League","Wolverhampton Wanderers","West Bromwich Albion","H",1.55658105864257
"1055","2010/2011",36,"England","England Premier League","Fulham","Liverpool","A",1.56649227905287
"1056","2010/2011",36,"England","England Premier League","Bolton","Sunderland","A",1.48102993757079
"1057","2010/2011",36,"England","England Premier League","Stoke","Arsenal","H",1.3553156488937
"1058","2010/2011",37,"England","England Premier League","Arsenal","Aston Villa","A",1.17531972387482
"1059","2010/2011",37,"England","England Premier League","Liverpool","Tottenham","A",1.46359633464299
"1060","2010/2011",37,"England","England Premier League","Sunderland","Wolverhampton Wanderers","A",1.57050377448344
"1061","2010/2011",37,"England","England Premier League","Manchester City","Stoke","H",1.20814632781275
"1062","2010/2011",37,"England","England Premier League","Blackburn","Manchester United","D",1.37324296313922
"1063","2010/2011",37,"England","England Premier League","Birmingham","Fulham","A",1.55351397391841
"1064","2010/2011",37,"England","England Premier League","West Bromwich Albion","Everton","H",1.57064451382592
"1065","2010/2011",37,"England","England Premier League","Blackpool","Bolton","H",1.55207798797309
"1066","2010/2011",37,"England","England Premier League","Wigan","West Ham","H",1.54652005432736
"1067","2010/2011",37,"England","England Premier League","Chelsea","Newcastle United","D",1.00728890154089
"1068","2010/2011",38,"England","England Premier League","Manchester United","Blackpool","H",1.39048019312986
"1069","2010/2011",38,"England","England Premier League","Tottenham","Birmingham","H",1.3532482958287
"1070","2010/2011",38,"England","England Premier League","West Ham","Sunderland","A",1.53195447754757
"1071","2010/2011",38,"England","England Premier League","Aston Villa","Liverpool","H",1.55964466398232
"1072","2010/2011",38,"England","England Premier League","Everton","Chelsea","H",1.56099747710609
"1073","2010/2011",38,"England","England Premier League","Newcastle United","West Bromwich Albion","D",1.53341115550603
"1074","2010/2011",38,"England","England Premier League","Wolverhampton Wanderers","Blackburn","A",1.54828454534858
"1075","2010/2011",38,"England","England Premier League","Fulham","Arsenal","D",1.45043369174222
"1076","2010/2011",38,"England","England Premier League","Bolton","Manchester City","A",1.36936334510378
"1077","2010/2011",38,"England","England Premier League","Stoke","Wigan","A",1.56257059188112
"1078","2010/2011",4,"England","England Premier League","Arsenal","Bolton","H",0.998521152378664
"1079","2010/2011",4,"England","England Premier League","West Ham","Chelsea","A",1.10072141375488
"1080","2010/2011",4,"England","England Premier League","Everton","Manchester United","D",1.42078405139642
"1081","2010/2011",4,"England","England Premier League","Newcastle United","Blackpool","A",1.36995222271898
"1082","2010/2011",4,"England","England Premier League","Manchester City","Blackburn","D",1.15147896166016
"1083","2010/2011",4,"England","England Premier League","Fulham","Wolverhampton Wanderers","H",1.48431272079479
"1084","2010/2011",4,"England","England Premier League","Birmingham","Liverpool","D",1.55915794838689
"1085","2010/2011",4,"England","England Premier League","West Bromwich Albion","Tottenham","D",1.53526530479355
"1086","2010/2011",4,"England","England Premier League","Stoke","Aston Villa","H",1.57252548862247
"1087","2010/2011",4,"England","England Premier League","Wigan","Sunderland","D",1.56848555890175
"1088","2010/2011",5,"England","England Premier League","Manchester United","Liverpool","H",1.43502131905023
"1089","2010/2011",5,"England","England Premier League","Sunderland","Arsenal","D",1.34642724752617
"1090","2010/2011",5,"England","England Premier League","Tottenham","Wolverhampton Wanderers","H",1.24261872253015
"1091","2010/2011",5,"England","England Premier League","Aston Villa","Bolton","D",1.47532592237221
"1092","2010/2011",5,"England","England Premier League","Everton","Newcastle United","A",1.39169529303425
"1093","2010/2011",5,"England","England Premier League","Blackburn","Fulham","D",1.53496088490656
"1094","2010/2011",5,"England","England Premier League","West Bromwich Albion","Birmingham","H",1.56789655620146
"1095","2010/2011",5,"England","England Premier League","Stoke","West Ham","D",1.51829558643984
"1096","2010/2011",5,"England","England Premier League","Wigan","Manchester City","A",1.37860449934082
"1097","2010/2011",5,"England","England Premier League","Chelsea","Blackpool","H",0.733943936173614
"1098","2010/2011",6,"England","England Premier League","Arsenal","West Bromwich Albion","A",0.94911216161138
"1099","2010/2011",6,"England","England Premier League","Liverpool","Sunderland","D",1.27713040931694
"1100","2010/2011",6,"England","England Premier League","West Ham","Tottenham","H",1.54021214678601
"1101","2010/2011",6,"England","England Premier League","Newcastle United","Stoke","A",1.51591470588462
"1102","2010/2011",6,"England","England Premier League","Manchester City","Chelsea","H",1.54552190192826
"1103","2010/2011",6,"England","England Premier League","Wolverhampton Wanderers","Aston Villa","A",1.56974654210861
"1104","2010/2011",6,"England","England Premier League","Fulham","Everton","D",1.57126249051915
"1105","2010/2011",6,"England","England Premier League","Birmingham","Wigan","D",1.48432878204389
"1106","2010/2011",6,"England","England Premier League","Bolton","Manchester United","D",1.2564926314812
"1107","2010/2011",6,"England","England Premier League","Blackpool","Blackburn","A",1.5610147697326
"1108","2010/2011",7,"England","England Premier League","Liverpool","Blackpool","A",1.11434621412275
"1109","2010/2011",7,"England","England Premier League","Sunderland","Manchester United","D",1.37863063976346
"1110","2010/2011",7,"England","England Premier League","Tottenham","Aston Villa","H",1.52195230010689
"1111","2010/2011",7,"England","England Premier League","West Ham","Fulham","D",1.56586333360643
"1112","2010/2011",7,"England","England Premier League","Manchester City","Newcastle United","H",1.24073151230752
"1113","2010/2011",7,"England","England Premier League","Birmingham","Everton","A",1.57177655673183
"1114","2010/2011",7,"England","England Premier League","West Bromwich Albion","Bolton","D",1.55740679519915
"1115","2010/2011",7,"England","England Premier League","Stoke","Blackburn","H",1.5660593148591
"1116","2010/2011",7,"England","England Premier League","Wigan","Wolverhampton Wanderers","H",1.56424235566711
"1117","2010/2011",7,"England","England Premier League","Chelsea","Arsenal","H",1.44421432973573
"1118","2010/2011",8,"England","England Premier League","Manchester United","West Bromwich Albion","D",1.03997338383199
"1119","2010/2011",8,"England","England Premier League","Arsenal","Birmingham","H",1.11713956870587
"1120","2010/2011",8,"England","England Premier League","Aston Villa","Chelsea","D",1.36959579498583
"1121","2010/2011",8,"England","England Premier League","Everton","Liverpool","H",1.57238077372878
"1122","2010/2011",8,"England","England Premier League","Newcastle United","Wigan","D",1.48428720537141
"1123","2010/2011",8,"England","England Premier League","Wolverhampton Wanderers","West Ham","D",1.56351255357812
"1124","2010/2011",8,"England","England Premier League","Blackburn","Sunderland","D",1.54968531438459
"1125","2010/2011",8,"England","England Premier League","Fulham","Tottenham","A",1.56909594485144
"1126","2010/2011",8,"England","England Premier League","Bolton","Stoke","H",1.55896582432174
"1127","2010/2011",8,"England","England Premier League","Blackpool","Manchester City","A",1.3224175789803
"1128","2010/2011",9,"England","England Premier League","Liverpool","Blackburn","H",1.4189015491905
"1129","2010/2011",9,"England","England Premier League","Sunderland","Aston Villa","H",1.5717444857406
"1130","2010/2011",9,"England","England Premier League","Tottenham","Everton","D",1.53480604259192
"1131","2010/2011",9,"England","England Premier League","West Ham","Newcastle United","A",1.56826612835496
"1132","2010/2011",9,"England","England Premier League","Manchester City","Arsenal","A",1.56874475110433
"1133","2010/2011",9,"England","England Premier League","Birmingham","Blackpool","H",1.50175745140504
"1134","2010/2011",9,"England","England Premier League","West Bromwich Albion","Fulham","H",1.55416703131347
"1135","2010/2011",9,"England","England Premier League","Stoke","Manchester United","A",1.35588919376977
"1136","2010/2011",9,"England","England Premier League","Wigan","Bolton","D",1.57248845681342
"1137","2010/2011",9,"England","England Premier League","Chelsea","Wolverhampton Wanderers","H",0.815771748210195
"1138","2011/2012",1,"England","England Premier League","Fulham","Aston Villa","D",1.55424723045507
"1139","2011/2012",1,"England","England Premier League","Liverpool","Sunderland","D",1.30672154586049
"1140","2011/2012",1,"England","England Premier League","Manchester City","Swansea","H",1.03952838695235
"1141","2011/2012",1,"England","England Premier League","Newcastle United","Arsenal","D",1.5021563860196
"1142","2011/2012",1,"England","England Premier League","Queens Park Rangers","Bolton","A",1.56968847168833
"1143","2011/2012",1,"England","England Premier League","Stoke","Chelsea","D",1.33780796223397
"1144","2011/2012",1,"England","England Premier League","Tottenham","Everton","H",1.34613790415908
"1145","2011/2012",1,"England","England Premier League","West Bromwich Albion","Manchester United","A",1.26120303116941
"1146","2011/2012",1,"England","England Premier League","Wigan","Norwich","D",1.54417248089501
"1147","2011/2012",10,"England","England Premier League","Chelsea","Arsenal","A",1.3982754710921
"1148","2011/2012",10,"England","England Premier League","Everton","Manchester United","A",1.39819144453683
"1149","2011/2012",10,"England","England Premier League","Manchester City","Wolverhampton Wanderers","H",0.871293074253852
"1150","2011/2012",10,"England","England Premier League","Norwich","Blackburn","D",1.51935900506589
"1151","2011/2012",10,"England","England Premier League","Stoke","Newcastle United","A",1.55319648536928
"1152","2011/2012",10,"England","England Premier League","Sunderland","Aston Villa","D",1.55558966303176
"1153","2011/2012",10,"England","England Premier League","Swansea","Bolton","H",1.54643096737345
"1154","2011/2012",10,"England","England Premier League","Tottenham","Queens Park Rangers","H",1.18898486918817
"1155","2011/2012",10,"England","England Premier League","West Bromwich Albion","Liverpool","A",1.50233437276389
"1156","2011/2012",10,"England","England Premier League","Wigan","Fulham","A",1.56858575853753
"1157","2011/2012",11,"England","England Premier League","Arsenal","West Bromwich Albion","H",1.23223083487092
"1158","2011/2012",11,"England","England Premier League","Aston Villa","Norwich","H",1.48706673151178
"1159","2011/2012",11,"England","England Premier League","Blackburn","Chelsea","A",1.21552119900156
"1160","2011/2012",11,"England","England Premier League","Bolton","Stoke","H",1.57055616179528
"1161","2011/2012",11,"England","England Premier League","Fulham","Tottenham","A",1.5561950329612
"1162","2011/2012",11,"England","England Premier League","Liverpool","Swansea","D",1.10143583405199
"1163","2011/2012",11,"England","England Premier League","Manchester United","Sunderland","H",0.9970956194153
"1164","2011/2012",11,"England","England Premier League","Newcastle United","Everton","H",1.56279313291979
"1165","2011/2012",11,"England","England Premier League","Queens Park Rangers","Manchester City","A",1.10570484886578
"1166","2011/2012",11,"England","England Premier League","Wolverhampton Wanderers","Wigan","H",1.49750980312203
"1167","2011/2012",12,"England","England Premier League","Chelsea","Liverpool","A",1.48457944253541
"1168","2011/2012",12,"England","England Premier League","Everton","Wolverhampton Wanderers","H",1.37707545586668
"1169","2011/2012",12,"England","England Premier League","Manchester City","Newcastle United","H",1.10634869898149
"1170","2011/2012",12,"England","England Premier League","Norwich","Arsenal","A",1.35963878346387
"1171","2011/2012",12,"England","England Premier League","Stoke","Queens Park Rangers","A",1.47206535528984
"1172","2011/2012",12,"England","England Premier League","Sunderland","Fulham","D",1.56894643069046
"1173","2011/2012",12,"England","England Premier League","Swansea","Manchester United","A",1.24830816634582
"1174","2011/2012",12,"England","England Premier League","Tottenham","Aston Villa","H",1.33764978732951
"1175","2011/2012",12,"England","England Premier League","West Bromwich Albion","Bolton","H",1.53338955406634
"1176","2011/2012",12,"England","England Premier League","Wigan","Blackburn","D",1.56933221287573
"1177","2011/2012",13,"England","England Premier League","Arsenal","Fulham","D",1.26557459076377
"1178","2011/2012",13,"England","England Premier League","Bolton","Everton","A",1.56411117313234
"1179","2011/2012",13,"England","England Premier League","Chelsea","Wolverhampton Wanderers","H",0.989739693452871
"1180","2011/2012",13,"England","England Premier League","Liverpool","Manchester City","D",1.56819713010531
"1181","2011/2012",13,"England","England Premier League","Manchester United","Newcastle United","D",1.18917839333964
"1182","2011/2012",13,"England","England Premier League","Norwich","Queens Park Rangers","H",1.55625207918739
"1183","2011/2012",13,"England","England Premier League","Stoke","Blackburn","H",1.47727902544987
"1184","2011/2012",13,"England","England Premier League","Sunderland","Wigan","A",1.42642983636124
"1185","2011/2012",13,"England","England Premier League","Swansea","Aston Villa","D",1.56171491069425
"1186","2011/2012",13,"England","England Premier League","West Bromwich Albion","Tottenham","A",1.43375110129496
"1187","2011/2012",14,"England","England Premier League","Aston Villa","Manchester United","A",1.35719418485111
"1188","2011/2012",14,"England","England Premier League","Blackburn","Swansea","H",1.5555939914788
"1189","2011/2012",14,"England","England Premier League","Everton","Stoke","A",1.43079035764932
"1190","2011/2012",14,"England","England Premier League","Fulham","Liverpool","H",1.54802681235261
"1191","2011/2012",14,"England","England Premier League","Manchester City","Norwich","H",0.915959528758979
"1192","2011/2012",14,"England","England Premier League","Newcastle United","Chelsea","A",1.5375208390344
"1193","2011/2012",14,"England","England Premier League","Queens Park Rangers","West Bromwich Albion","D",1.56278883824281
"1194","2011/2012",14,"England","England Premier League","Tottenham","Bolton","H",1.11775334664784
"1195","2011/2012",14,"England","England Premier League","Wigan","Arsenal","A",1.29215698884343
"1196","2011/2012",14,"England","England Premier League","Wolverhampton Wanderers","Sunderland","H",1.56823380281921
"1197","2011/2012",15,"England","England Premier League","Arsenal","Everton","H",1.3434630893148
"1198","2011/2012",15,"England","England Premier League","Bolton","Aston Villa","A",1.56955054364924
"1199","2011/2012",15,"England","England Premier League","Chelsea","Manchester City","H",1.56833284967397
"1200","2011/2012",15,"England","England Premier League","Liverpool","Queens Park Rangers","H",1.13249720106552
"1201","2011/2012",15,"England","England Premier League","Manchester United","Wolverhampton Wanderers","H",0.979734111786624
"1202","2011/2012",15,"England","England Premier League","Norwich","Newcastle United","H",1.56647758311859
"1203","2011/2012",15,"England","England Premier League","Stoke","Tottenham","H",1.53252930711119
"1204","2011/2012",15,"England","England Premier League","Sunderland","Blackburn","H",1.49950592331159
