OPEID,SCHOOL,ADDR,CITY,STATE,ST_DESC,ZIP,ZIP_EXT,Country,LONGEST PROGRAM LENGTH,SCHOOL TYPE,COHORT YEAR,NUMBER IN DEFAULT,NUMBER ENTERING REPAYMENT,DEFAULT RATE,PRATE,ETH_CERT,PROGRAM,CON_DIST,REGION,AVGOR_GE30
002878,Suffolk County Community College,533 College Road,Selden,NY,New York,11784,2899,,Associate's Degree,Pub,2009,362,2197,16.4,A,,B,01,02,1
012561,Five Towns College,305 North Service Road,Dix Hills,NY,New York,11746,5871,,Master's Degree or Doctor's Degree,Prop,2009,33,310,10.6,A,,B,02,02,1
021068,Bramson ORT College,69-30 Austin Street,Forest Hills,NY,New York,11375,4239,,Associate's Degree,Priv,2009,6,28,21.4,A,,B,09,02,1
041232,Institute of Allied Medical Professions,225 West 34th Street,New York,NY,New York,10122,0049,,Non-Degree 1 Year (900-1799 hours),Priv,2009,4,25,16,A,,B,5,02,1
021700,Swedish Institute,226 West 26th Street,New York,NY,New York,10001,6700,,Master's Degree or Doctor's Degree,Prop,2009,19,236,8,A,,B,08,02,1
002881,SUNY Westchester Community College,75 Grasslands Road,Valhalla,NY,New York,10595,1698,,Associate's Degree,Pub,2009,96,563,17,A,,B,18,02,1
002870,Jefferson Community College,1220 Coffeen Street,Watertown,NY,New York,13601,1897,,Associate's Degree,Pub,2009,117,685,17,A,,B,23,02,1
007109,SUNY College at Old Westbury,Route 107,Old Westbury,NY,New York,11568,0210,,Master's Degree or Doctor's Degree,Pub,2009,135,749,18,A,,B,04,02,1
002735,Hilbert College,5200 South Park Avenue,Hamburg,NY,New York,14075,1597,,Bachelor's Degree,Priv,2009,43,336,12.7,A,,B,27,02,1
002777,Medaille College,18 Agassiz Circle,Buffalo,NY,New York,14214,2695,,Master's Degree or Doctor's Degree,Priv,2009,80,864,9.2,A,,B,27,02,1
002857,SUNY College of Technology at Delhi,2 Main Street,Delhi,NY,New York,13753,1190,,Bachelor's Degree,Pub,2009,128,919,13.9,A,,B,20,02,1
036513,Saint Joseph's Medical Center School of Radiography,127 South Broadway,Yonkers,NY,New York,10701,4080,,Non-Degree 3 Plus Years (>= 2700 hours),Priv,2009,3,8,37.5,A,,B,18,02,1
002769,Marymount Manhattan College,221 East 71st Street,New York,NY,New York,10021,4597,,Bachelor's Degree,Priv,2009,52,422,12.3,A,,B,14,02,1
008189,Continental School of Beauty Culture,1050 Union Road,West Seneca,NY,New York,14224,3402,,Non-Degree 1 Year (900-1799 hours),Prop,2009,34,163,20.8,A,,B,28,02,1
012652,Onondaga Cortland Madison BOCES,4500 Crown Road,Liverpool,NY,New York,13090,4500,,Non-Degree 1 Year (900-1799 hours),Pub,2009,111,493,22.5,A,,B,25,02,1
021721,Hamilton - Fulton - Montgomery BOCES,2755 State Highway 67,Johnstown,NY,New York,12095,0665,,Non-Degree 1 Year (900-1799 hours),Pub,2009,4,21,19,A,,B,21,02,1
010147,Western Suffolk BOCES,152 Laurel Hill Road,Northport,NY,New York,11768,3499,,Non-Degree 2 Years (1800-2699 hours),Pub,2009,11,73,15,A,,B,02,02,1
025729,Business Informatics Center,134 South Central Avenue,Valley Stream,NY,New York,11580,5431,,Associate's Degree,Prop,2009,5,28,17.8,A,,B,04,02,1
037733,Center for Natural Wellness School of Massage Therapy,3 Cerone Commercial Drive,Albany,NY,New York,12205,1601,,Non-Degree 1 Year (900-1799 hours),Prop,2009,0,70,0,A,,B,21,02,1
022878,National Tractor Trailer School,4650 Buckley Road,Liverpool,NY,New York,13088,2505,,Non-Degree (600-899 hours),Prop,2009,72,339,21.2,A,,B,25,02,1
002691,CUNY Borough of Manhattan Community College,199 Chambers Street,New York,NY,New York,10007,1047,,Associate's Degree,Pub,2009,204,1414,14.4,A,,B,08,02,1
005208,College of Westchester (The),325 Central Avenue,White Plains,NY,New York,10606,1231,,Bachelor's Degree,Prop,2009,87,596,14.5,A,,B,18,02,1
034194,Northeastern Seminary,2265 Westside Drive,Rochester,NY,New York,14624,1997,,Master's Degree or Doctor's Degree,Priv,2009,4,42,9.5,A,,B,29,02,1
039414,Elite Academy of Beauty Arts,426 Kings Highway,Brooklyn,NY,New York,11223,1630,,Non-Degree 1 Year (900-1799 hours),Prop,2009,10,64,15.6,A,,B,13,02,1
021728,Dutchess BOCES School of Practical Nursing,5 BOCES Road,Poughkeepsie,NY,New York,12601,6599,,Non-Degree 1 Year (900-1799 hours),Pub,2009,16,81,19.7,A,,B,20,02,1
022759,Modern Welding School,1842 State Street,Schenectady,NY,New York,12304,2033,,Non-Degree 1 Year (900-1799 hours),Prop,2009,22,76,28.9,A,,B,21,02,1
002815,Saint Bernard's School of Theology and Ministry,120 French Road,Rochester,NY,New York,14618,3822,,Master's Degree or Doctor's Degree,Priv,2009,0,0,0,A,,B,28,02,1
010052,Jefferson Lewis BOCES Program of Practical Nursing,20104 State Route 3,Watertown,NY,New York,13601,9509,,Non-Degree 1 Year (900-1799 hours),Pub,2009,6,58,10.3,A,,B,23,02,1
012107,Institute of Design & Construction,141 Willoughby Street,Brooklyn,NY,New York,11201,5380,,Associate's Degree,Priv,2009,1,6,16.6,A,,B,10,02,1
021822,New School of Radio & Television,7 Harriman Campus Road,Albany,NY,New York,12206,1106,,Non-Degree 1 Year (900-1799 hours),Prop,2009,9,32,28.1,A,,B,21,02,1
002712,D'Youville College,320 Porter Avenue,Buffalo,NY,New York,14201,1084,,Master's Degree or Doctor's Degree,Priv,2009,65,600,10.8,A,,B,27,02,1
010097,CUNY Medgar Evers College,1650 Bedford Avenue,Brooklyn,NY,New York,11225,2010,,Bachelor's Degree,Pub,2009,34,279,12.1,A,,B,11,02,1
011830,Berk Trade & Business School,33-09 Queens Boulevard,Long Island City,NY,New York,11101,0000,,Non-Degree (600-899 hours),Prop,2009,57,170,33.5,A,,B,10,02,1
021732,Empire Beauty School,22 West 34TH Street,New York,NY,New York,10001,3010,,Non-Degree 1 Year (900-1799 hours),Prop,2009,120,724,16.5,A,,B,08,02,1
004799,Monroe College,2501 Jerome Avenue,Bronx,NY,New York,10468,4305,,Master's Degree or Doctor's Degree,Prop,2009,285,3144,9,P,,B,16,02,1
002823,Saint John's University,8000 Utopia Parkway,Jamaica,NY,New York,11439,1343,,Master's Degree or Doctor's Degree,Priv,2009,357,3432,10.4,P,,B,06,02,1
025876,Orlo School of Hair Design & Cosmetology (The),232 North Allen Street,Albany,NY,New York,12206,1723,,Non-Degree 1 Year (900-1799 hours),Prop,2009,8,116,6.8,A,,B,21,02,1
002698,College of Staten Island/CUNY,2800 Victory Boulevard,Staten Island,NY,New York,10314,6600,,Master's Degree or Doctor's Degree,Pub,2009,94,1022,9.1,P,,B,13,02,1
012927,Syracuse Central Technical Vocational Center,573 East Genesee Street,Syracuse,NY,New York,13202,3092,,Non-Degree 1 Year (900-1799 hours),Pub,2009,4,37,10.8,A,,B,25,02,1
021582,Washington Saratoga Warren Hamilton Essex BOCES,Henning Road,Saratoga,NY,New York,12866,1051,,Non-Degree 1 Year (900-1799 hours),Pub,2009,11,48,22.9,P,,B,20,02,1
002694,Kingsborough Commmunity College/CUNY,2001 Oriental Boulevard,Brooklyn,NY,New York,11235,2398,,Associate's Degree,Pub,2009,65,585,11.1,A,,B,09,02,1
002697,Queensborough Community College-CUNY,56th Avenue & Springfield Boulevard,Bayside,NY,New York,11364,1497,,Associate's Degree,Pub,2009,52,495,10.5,A,,B,05,02,1
002832,Saint Thomas Aquinas College,125 Route 340,Sparkill,NY,New York,10976,1050,,Master's Degree or Doctor's Degree,Priv,2009,23,334,6.8,A,,B,17,02,1
032033,New York Institute of Massage,4701 Transit Road,Williamsville,NY,New York,14221,6021,,Non-Degree 1 Year (900-1799 hours),Prop,2009,24,112,21.4,A,,B,26,02,1
002842,SUNY College at Buffalo,1300 Elmwood Avenue,Buffalo,NY,New York,14222,1095,,Master's Degree or Doctor's Degree,Pub,2009,314,2816,11.1,A,,B,27,02,1
007372,Austin's School of Spa Technology,855 Central Avenue,Albany,NY,New York,12206,1513,,Non-Degree 1 Year (900-1799 hours),Prop,2009,13,152,8.5,A,,B,21,02,1
007522,Continental School of Beauty Culture,633 Jefferson Road,Rochester,NY,New York,14623,3231,,Non-Degree 1 Year (900-1799 hours),Prop,2009,38,250,15.2,A,,B,29,02,1
010051,CUNY LaGuardia Community College,31-10 Thomson Avenue,Long Island City,NY,New York,11101,3083,,Associate's Degree,Pub,2009,25,373,6.7,A,,B,14,02,1
010142,Touro College,27-33 West 23 Street,New York,NY,New York,10010,4202,,Master's Degree or Doctor's Degree,Priv,2009,391,3208,12.1,A,,B,08,02,1
010153,Helene Fuld College of Nursing,24 East 120th Street,New York,NY,New York,10035,2745,,Associate's Degree,Priv,2009,14,138,10.1,A,,B,15,02,1
022729,Rockland County BOCES Adult Education,65 Parrott Road,West Nyack,NY,New York,10994,1025,,Non-Degree 1 Year (900-1799 hours),Pub,2009,12,47,25.5,A,,B,17,02,1
002713,Dominican College of Blauvelt,470 Western Highway,Orangeburg,NY,New York,10962,1210,,Master's Degree or Doctor's Degree,Priv,2009,54,499,10.8,A,,B,17,02,1
008611,"CUNY, Hostos Community College",500 Grand Concourse,Bronx,NY,New York,10451,1499,,Associate's Degree,Pub,2009,2,15,13.3,A,,B,16,02,1
002795,Paul Smith's College of Arts & Sciences,Route 86 & 30,Paul Smiths,NY,New York,12970,0000,,Bachelor's Degree,Priv,2009,47,337,13.9,A,,B,23,02,1
010551,New York School for Medical & Dental Assistants,33-10 Queens Boulevard,Long Island City,NY,New York,11101,2327,,Non-Degree 1 Year (900-1799 hours),Prop,2009,64,391,16.3,A,,B,09,02,1
021536,Broome Delaware Tioga BOCES Program of Practical Nursing,435 Glenwood Road,Binghamton,NY,New York,13905,1699,,Non-Degree 1 Year (900-1799 hours),Pub,2009,6,37,16.2,A,,B,24,02,1
039034,American Beauty School,1380 Metropolitan Avenue,Bronx,NY,New York,10462,8003,,Non-Degree 1 Year (900-1799 hours),Prop,2009,14,123,11.3,A,,B,7,02,1
002854,SUNY College of Technology at Alfred,Alfred State College,Alfred,NY,New York,14802,9951,,Bachelor's Degree,Pub,2009,159,1195,13.3,A,,B,29,02,1
021460,Wayne - Finger Lakes BOCES,121 Drumlin Court,Newark,NY,New York,14513,1863,,Non-Degree 1 Year (900-1799 hours),Pub,2009,13,102,12.7,A,,B,25,02,1
002858,State University of New York at Farmingdale,"2350 Broadhollow Road, Route 110",Farmingdale,NY,New York,11735,1021,,Bachelor's Degree,Pub,2009,77,838,9.1,A,,B,02,02,1
034433,New York College of Traditional Chinese Medicine,155 First Street,Mineola,NY,New York,11501,4005,,Master's Degree or Doctor's Degree,Priv,2009,3,18,16.6,A,,B,04,02,1
035683,Leon Studio One School of Hair Design & Career Training Center,5221 Main Street,Williamsville,NY,New York,14221,5323,,Non-Degree 1 Year (900-1799 hours),Prop,2009,18,87,20.6,A,,B,26,02,1
007387,Long Island Beauty School,544 Route 111,Hauppauge,NY,New York,11788,4346,,Non-Degree 1 Year (900-1799 hours),Prop,2009,20,141,14.1,A,,B,01,02,1
009077,Utica School of Commerce,201 Bleecker Street,Utica,NY,New York,13501,2280,,Associate's Degree,Prop,2009,36,190,18.9,A,,B,24,02,1
034264,Anthem Institute,498 Seventh Avenue,New York,NY,New York,10019,0000,,Non-Degree 1 Year (900-1799 hours),Prop,2009,70,588,11.9,A,,B,19,02,1
002692,CUNY Bronx Community College,2155 University Avenue,Bronx,NY,New York,10453,3102,,Associate's Degree,Pub,2009,27,387,6.9,A,,B,16,02,1
004759,CUNY York College,94-20 Guy R Brewer Boulevard,Jamaica,NY,New York,11451,0001,,Master's Degree or Doctor's Degree,Pub,2009,26,357,7.2,A,,B,06,02,1
033583,Allen School,163-18 Jamaica Avenue,Jamaica,NY,New York,11432,4901,,Non-Degree 1 Year (900-1799 hours),Prop,2009,174,978,17.7,A,,B,06,02,1
002890,Union Theological Seminary,3041 Broadway,New York,NY,New York,10027,5710,,Master's Degree or Doctor's Degree,Priv,2009,8,65,12.3,P,,B,15,02,1
010641,Southern Westchester BOCES,85 Executive Boulevard,Elmsford,NY,New York,10523,1326,,Non-Degree 1 Year (900-1799 hours),Pub,2009,6,68,8.8,A,,B,18,02,1
038194,Hudson Valley School of Advanced Aesthetic Skin Care,1723 Rt 9W,West Park,NY,New York,12493,0000,,Non-Degree (600-899 hours),Prop,2009,8,45,17.7,A,,B,22,02,1
010286,SUNY Empire State College,Two Union Avenue,Saratoga Springs,NY,New York,12866,4391,,Master's Degree or Doctor's Degree,Pub,2009,283,2638,10.7,A,,B,20,02,1
002788,Niagara University,Lewiston Road,Niagara University,NY,New York,14109,2010,,Master's Degree or Doctor's Degree,Priv,2009,66,909,7.2,A,,B,28,02,1
002883,Utica College,1600 Burrstone Road,Utica,NY,New York,13502,4892,,Master's Degree or Doctor's Degree,Priv,2009,57,843,6.7,A,,B,24,02,1
020690,New York School of Interior Design,170 East 70th Street,New York,NY,New York,10021,5110,,Master's Degree or Doctor's Degree,Priv,2009,3,69,4.3,A,,B,14,02,1
002668,Alfred University,"Carnegie Hall, 1 Saxon Drive",Alfred,NY,New York,14802,1205,,Master's Degree or Doctor's Degree,Priv,2009,36,609,5.9,P,,B,29,02,1
002709,Concordia College,171 White Plains Road,Bronxville,NY,New York,10708,1998,,Master's Degree or Doctor's Degree,Priv,2009,16,173,9.2,A,,B,18,02,1
002810,Sage Colleges,45 Ferry Street,Troy,NY,New York,12180,4199,,Master's Degree or Doctor's Degree,Priv,2009,38,774,4.9,P,,B,21,02,1
022195,Mildred Elley,855 Central Avenue,Albany,NY,New York,12206,1513,,Associate's Degree,Prop,2009,49,544,9,A,,B,21,02,1
021794,Eastern Suffolk BOCES,Kennedy Hall @ NYIT,Central Islip,NY,New York,11722,1597,,Non-Degree 1 Year (900-1799 hours),Pub,2009,24,221,10.8,A,,B,01,02,1
006461,Saint Elizabeth Medical Center,2209 Genesee Street,Utica,NY,New York,13501,2998,,Associate's Degree,Priv,2009,4,91,4.3,P,,B,24,02,1
007375,Island Drafting & Technical Institute,128 Broadway,Amityville,NY,New York,11701,2704,,Associate's Degree,Prop,2009,8,78,10.2,A,,B,03,02,1
007468,School of Visual Arts,209 East 23rd Street,New York,NY,New York,10010,3994,,Master's Degree or Doctor's Degree,Prop,2009,64,823,7.7,A,,B,14,02,1
002751,Long Island University,University Center-C.W. Post Campus,Brookville,NY,New York,11548,1326,,Master's Degree or Doctor's Degree,Priv,2009,311,4658,6.6,P,,B,05,02,1
002798,Pratt Institute,200 Willoughby Avenue,Brooklyn,NY,New York,11205,3899,,Master's Degree or Doctor's Degree,Priv,2009,109,1114,9.7,A,,B,10,02,1
026001,New York Academy of Art (The),111 Franklin Street,New York,NY,New York,10013,2911,,Master's Degree or Doctor's Degree,Priv,2009,1,40,2.5,A,,B,08,02,1
034335,Lia Schorr Institute of Cosmetic Skin Care Training,686 Lexington Avenue,New York,NY,New York,10022,2614,,Non-Degree (600-899 hours),Prop,2009,5,30,16.6,A,,B,14,02,1
002696,New York City College of Technology of the City University of New York,300 Jay Street,Brooklyn,NY,New York,11201,2983,,Bachelor's Degree,Pub,2009,57,741,7.6,P,,B,10,02,1
002760,Manhattanville College,2900 Purchase Street,Purchase,NY,New York,10577,2132,,Master's Degree or Doctor's Degree,Priv,2009,32,640,5,A,,B,18,02,1
007388,Long Island Beauty School,173 A Fulton Avenue,Hempstead,NY,New York,11550,3704,,Non-Degree 1 Year (900-1799 hours),Prop,2009,20,105,19,A,,B,04,02,1
002667,Dowling College,Idle Hour Boulevard,Oakdale,NY,New York,11769,1999,,Master's Degree or Doctor's Degree,Priv,2009,96,1350,7.1,A,,B,02,02,1
002853,SUNY Maritime College,6 Pennyfield Avenue,Bronx,NY,New York,10465,4198,,Master's Degree or Doctor's Degree,Pub,2009,24,266,9,A,,B,07,02,1
038393,Aveda Institute New York,233 Spring Street,New York,NY,New York,10013,1522,,Non-Degree 1 Year (900-1799 hours),Prop,2009,15,117,12.8,A,,B,8,02,1
002700,Colgate Rochester Crozer Divinity School,1100 South Goodman Street,Rochester,NY,New York,14620,2589,,Master's Degree or Doctor's Degree,Priv,2009,0,19,0,A,,B,28,02,1
002732,Hofstra University,101 Hofstra University,Hempstead,NY,New York,11549,1010,,Master's Degree or Doctor's Degree,Priv,2009,177,2823,6.2,P,,B,04,02,1
023065,Professional Business College,408 Broadway,New York,NY,New York,10013,5049,,Associate's Degree,Priv,2009,37,115,32.1,A,,B,12,02,1
002685,Cazenovia College,22 Sullivan Street,Cazenovia,NY,New York,13035,1085,,Bachelor's Degree,Priv,2009,20,291,6.8,A,,B,23,02,1
002688,City College of New York - CUNY,160 Convent Avenue,New York,NY,New York,10031,9198,,Master's Degree or Doctor's Degree,Pub,2009,67,1105,6,A,,B,15,02,1
002772,Mercy College,555 Broadway,Dobbs Ferry,NY,New York,10522,1189,,Master's Degree or Doctor's Degree,Priv,2009,188,2355,7.9,A,,B,18,02,1
002835,State University of New York at Albany,1400 Washington Avenue,Albany,NY,New York,12222,0001,,Master's Degree or Doctor's Degree,Pub,2009,214,3473,6.1,P,,B,21,02,1
002866,Fashion Institute of Technology,7th Avenue at 27th Street,New York,NY,New York,10001,5992,,Master's Degree or Doctor's Degree,Pub,2009,89,1134,7.8,A,,B,08,02,1
006791,SUNY College at Purchase,735 Anderson Hill Road,Purchase,NY,New York,10577,1400,,Master's Degree or Doctor's Degree,Pub,2009,62,806,7.6,A,,B,18,02,1
007304,Culinary Institute of America,1946 Campus Drive,Hyde Park,NY,New York,12538,1499,,Bachelor's Degree,Priv,2009,103,1103,9.3,A,,B,20,02,1
007466,LIM College,12 East 53rd Street,New York,NY,New York,10022,5268,,Master's Degree or Doctor's Degree,Prop,2009,21,270,7.7,A,,B,14,02,1
002782,New York Institute of Technology,2 Northern Boulevard,Old Westbury,NY,New York,11568,8000,,Master's Degree or Doctor's Degree,Priv,2009,209,2658,7.8,P,,B,03,02,1
002805,Roberts Wesleyan College,2301 Westside Drive,Rochester,NY,New York,14624,1997,,Master's Degree or Doctor's Degree,Priv,2009,54,657,8.2,A,,B,29,02,1
006445,Crouse Hospital College of Nursing,736 Irving Avenue,Syracuse,NY,New York,13210,1690,,Associate's Degree,Priv,2009,4,93,4.3,A,,B,25,02,1
002703,College of Mount Saint Vincent,6301 Riverdale Avenue,Riverdale,NY,New York,10471,1093,,Master's Degree or Doctor's Degree,Priv,2009,31,395,7.8,A,,B,17,02,1
002744,Keuka College,141 Central Avenue,Keuka Park,NY,New York,14478,0000,,Master's Degree or Doctor's Degree,Priv,2009,42,601,6.9,A,,B,29,02,1
002748,Le Moyne College,1419 Salt Springs Road,Syracuse,NY,New York,13214,1399,,Master's Degree or Doctor's Degree,Priv,2009,44,802,5.4,P,,B,25,02,1
002834,Excelsior College,7 Columbia Circle,Albany,NY,New York,12203,5159,,Master's Degree or Doctor's Degree,Priv,2009,21,235,8.9,A,,B,21,02,1
002693,CUNY John Jay College of Criminal Justice,899 10th Avenue,New York,NY,New York,10019,1093,,Master's Degree or Doctor's Degree,Pub,2009,72,1489,4.8,P,,B,08,02,1
002796,Polytechnic Institute of New York University,6 Metrotech Center,Brooklyn,NY,New York,11201,3840,,Master's Degree or Doctor's Degree,Priv,2009,28,475,5.8,A,,B,10,02,1
006438,Phillips Beth Israel School of Nursing,"776 6th Avenue  4th Floor, suite 4A",New York,NY,New York,10001,6354,,Associate's Degree,Priv,2009,5,78,6.4,A,,B,14,02,1
007022,CUNY Lehman College,250 Bedford Park Boulevard West,Bronx,NY,New York,10468,1589,,Master's Degree or Doctor's Degree,Pub,2009,58,1044,5.5,A,,B,17,02,1
012783,Oswego County BOCES Adult Careers Center,179 County Route 64,Mexico,NY,New York,13114,4498,,Non-Degree 1 Year (900-1799 hours),Pub,2009,9,51,17.6,A,,B,23,02,1
002775,Molloy College,1000 Hempstead Avenue,Rockville Centre,NY,New York,11570,1100,,Master's Degree or Doctor's Degree,Priv,2009,46,845,5.4,A,,B,04,02,1
002844,SUNY at Fredonia,280 Central Avenue,Fredonia,NY,New York,14063,1145,,Master's Degree or Doctor's Degree,Pub,2009,97,1321,7.3,A,,B,27,02,1
002846,State University of New York at New Paltz,75 South Manheim Boulevard,New Paltz,NY,New York,12561,2499,,Master's Degree or Doctor's Degree,Pub,2009,69,1362,5,A,,B,22,02,1
025754,"French Culinary Institute,The",462 Broadway,New York,NY,New York,10013,2618,,Non-Degree (600-899 hours),Prop,2009,5,67,7.4,A,,B,08,02,1
002737,Iona College,715 North Avenue,New Rochelle,NY,New York,10801,1890,,Master's Degree or Doctor's Degree,Priv,2009,55,900,6.1,P,,B,18,02,1
002847,SUNY College at Oneonta,Ravine Parkway,Oneonta,NY,New York,13820,4015,,Master's Degree or Doctor's Degree,Pub,2009,100,1365,7.3,A,,B,24,02,1
020662,"New School, The",66 West 12th Street,New York,NY,New York,10011,8603,,Master's Degree or Doctor's Degree,Priv,2009,122,1786,6.8,P,,B,08,02,1
002681,Canisius College,2001 Main Street,Buffalo,NY,New York,14208,1098,,Master's Degree or Doctor's Degree,Priv,2009,78,1278,6.1,A,,B,27,02,1
002850,State University of New York College at Potsdam,44 Pierrepont Avenue,Potsdam,NY,New York,13676,2294,,Master's Degree or Doctor's Degree,Pub,2009,73,1141,6.3,A,,B,23,02,1
021601,Geneva General Hospital,Geneva General Hospital,Geneva,NY,New York,14456,1651,,Associate's Degree,Priv,2009,2,36,5.5,A,,B,24,02,1
002848,SUNY College at Oswego,7060 State Route 104,Oswego,NY,New York,13126,3599,,Master's Degree or Doctor's Degree,Pub,2009,162,2120,7.6,A,,B,23,02,1
022060,Hunter Business School,3601 Hempstead Turnpike,Levittown,NY,New York,11756,1331,,Non-Degree 1 Year (900-1799 hours),Prop,2009,42,302,13.9,A,,B,03,02,1
030816,Delaware Chenango Madison Otsego BOCES,6678 County Road 32,Norwich,NY,New York,13815,9554,,Associate's Degree,Pub,2009,10,42,23.8,A,,B,24,02,1
002729,Hartwick College,One Hartwick Drive,Oneonta,NY,New York,13820,4020,,Bachelor's Degree,Priv,2009,21,346,6,A,,B,24,02,1
002778,Mount Saint Mary College,330 Powell Avenue,Newburgh,NY,New York,12550,3494,,Master's Degree or Doctor's Degree,Priv,2009,39,685,5.6,A,,B,22,02,1
031207,New York Conservatory For Dramatic Arts (The),39 West 19th Street,New York,NY,New York,10011,4225,,Non-Degree 3 Plus Years (>= 2700 hours),Prop,2009,4,108,3.7,A,,B,08,02,1
002825,Saint Joseph's College,245 Clinton Avenue,Brooklyn,NY,New York,11205,3688,,Master's Degree or Doctor's Degree,Priv,2009,65,1116,5.8,A,,B,10,02,1
007405,Wood Tobe - Coburn School,8 East 40th Street,New York,NY,New York,10016,0102,,Associate's Degree,Prop,2009,67,270,24.8,A,,B,14,02,1
011859,Word of Life Bible Institute,4200 Glendale Road,Pottersville,NY,New York,12860,0129,,Two-Year Transfer,Priv,2009,12,182,6.5,A,,B,20,02,1
002817,St. Bonaventure University,3261 West State Road,St. Bonaventure,NY,New York,14778,2284,,Master's Degree or Doctor's Degree,Priv,2009,46,563,8.1,A,,B,29,02,1
009248,Samaritan Hospital School of Nursing,2215 Burdett Avenue,Troy,NY,New York,12180,2475,,Associate's Degree,Priv,2009,7,67,10.4,A,,B,21,02,1
011614,Champlain Valley Physicians Hospital Medical Center,75 Beekman Street,Plattsburgh,NY,New York,12901,1490,,Non-Degree 2 Years (1800-2699 hours),Priv,2009,0,6,0,A,,B,23,02,1
002722,Fordham University,441 East Fordham Road,Bronx,NY,New York,10458,5157,,Master's Degree or Doctor's Degree,Priv,2009,135,2932,4.6,P,,B,16,02,1
002899,Wagner College,One Campus Road,Staten Island,NY,New York,10301,4495,,Master's Degree or Doctor's Degree,Priv,2009,20,369,5.4,A,,B,13,02,1
002901,Wells College,"Route 90, 170 Main Street",Aurora,NY,New York,13026,0500,,Bachelor's Degree,Priv,2009,14,121,11.5,A,,B,24,02,1
002821,Saint John Fisher College,3690 East Avenue,Rochester,NY,New York,14618,3597,,Master's Degree or Doctor's Degree,Priv,2009,57,998,5.7,A,,B,29,02,1
025460,Tri-State College of Acupuncture,80 Eighth Avenue,New York,NY,New York,10011,5126,,Master's Degree or Doctor's Degree,Prop,2009,0,41,0,A,,B,08,02,1
002728,Hamilton College,198 College Hill Road,Clinton,NY,New York,13323,1218,,Bachelor's Degree,Priv,2009,3,177,1.6,P,,B,24,02,1
002838,State University of New York at Stony Brook,310 Administration Building,Stony Brook,NY,New York,11794,0701,,Master's Degree or Doctor's Degree,Pub,2009,206,3497,5.8,P,,B,01,02,1
002808,Daemen College,4380 Main Street,Amherst,NY,New York,14226,3592,,Master's Degree or Doctor's Degree,Priv,2009,46,555,8.2,A,,B,26,02,1
002849,State University of New York College at Plattsburgh,101 Broad Street,Plattsburgh,NY,New York,12901,2681,,Master's Degree or Doctor's Degree,Pub,2009,68,1524,4.4,A,,B,24,02,1
002882,Syracuse University,"Crouse Hinds Hall, Suite 600",Syracuse,NY,New York,13244,2130,,Master's Degree or Doctor's Degree,Priv,2009,115,2948,3.9,P,,B,25,02,1
002666,Adelphi University,South Avenue,Garden City,NY,New York,11530,4299,,Master's Degree or Doctor's Degree,Priv,2009,98,2101,4.6,P,,B,04,02,1
002791,Pace University,One Pace Plaza,New York,NY,New York,10038,1598,,Master's Degree or Doctor's Degree,Priv,2009,117,2399,4.8,P,,B,08,02,1
002841,SUNY College at Brockport,350 New Campus Drive,Brockport,NY,New York,14420,2914,,Master's Degree or Doctor's Degree,Pub,2009,74,2066,3.5,A,,B,26,02,1
012293,VEEB Nassau County School of Practical Nursing,899-A Jerusalem Avenue,Uniondale,NY,New York,11553,3037,,Non-Degree 1 Year (900-1799 hours),Pub,2009,11,143,7.6,A,,B,04,02,1
012364,St. Paul's School of Nursing,30-50 Whitestone Expressway,Flushing,NY,New York,11354,0000,,Associate's Degree,Prop,2009,2,65,3,A,,B,05,02,1
002816,Siena College,515 Loudon Road,Loudonville,NY,New York,12211,1462,,Master's Degree or Doctor's Degree,Priv,2009,28,670,4.1,A,,B,21,02,1
005064,Saint James Mercy Hospital School of Radiologic Sciences,411 Canisteo Street,Hornell,NY,New York,14843,2197,,Non-Degree 1 Year (900-1799 hours),Priv,2009,0,8,0,A,,B,29,02,1
011617,New York Methodist Hospital,Center for Allied Health Education,Brooklyn,NY,New York,11229,9023,,Non-Degree 2 Years (1800-2699 hours),Priv,2009,0,4,0,A,,B,09,02,1
002758,Manhattan College,Manhattan College Parkway,Riverdale,NY,New York,10471,4098,,Master's Degree or Doctor's Degree,Priv,2009,19,594,3.1,A,,B,17,02,1
004765,CUNY Graduate School & University Center,365 Fifth Avenue,New York,NY,New York,10016,4309,,Master's Degree or Doctor's Degree,Pub,2009,13,299,4.3,P,,B,14,02,1
002705,College of Saint Rose,432 Western Avenue,Albany,NY,New York,12203,1490,,Master's Degree or Doctor's Degree,Priv,2009,64,1295,4.9,A,,B,21,02,1
002759,Manhattan School of Music,120 Claremont Avenue,New York,NY,New York,10027,4689,,Master's Degree or Doctor's Degree,Priv,2009,1,133,0.7,A,,B,15,02,1
002837,State University of New York at Buffalo,501 Capen Hall,Buffalo,NY,New York,14260,0001,,Master's Degree or Doctor's Degree,Pub,2009,216,5179,4.1,A,,B,26,02,1
006443,Cochran School of Nursing Saint John's Riverside Hosp,967 North Broadway,Yonkers,NY,New York,10701,1399,,Associate's Degree,Priv,2009,7,138,5,A,,B,18,02,1
011678,State University of New York Institute of Technology at Utica - Rome,100 Seymour Road,Utica,NY,New York,13502,1311,,Master's Degree or Doctor's Degree,Pub,2009,24,612,3.9,P,,B,24,02,1
