OPEID,SCHOOL,ADDR,CITY,STATE,ST_DESC,ZIP,ZIP_EXT,Country,LONGEST PROGRAM LENGTH,SCHOOL TYPE,COHORT YEAR,NUMBER IN DEFAULT,NUMBER ENTERING REPAYMENT,DEFAULT RATE,PRATE,ETH_CERT,PROGRAM,CON_DIST,REGION,AVGOR_GE30
041190,Eastern West Virginia Community & Technical College,316 Eastern Drive,Moorefield,WV,West Virginia,26836,0000,,Associate's Degree,Pub,2009,0,0,0,A,,B,2,03,1
039573,Blue Ridge Community and Technical College,400 West Stephen Street,Martinsburg,WV,West Virginia,25401,3244,,Associate's Degree,Pub,2009,44,225,19.5,A,,B,2,03,1
030520,Meredith Manor International Equestrian Centre,147 Saddle Lane,Waverly,WV,West Virginia,26184,9707,,Non-Degree 2 Years (1800-2699 hours),Prop,2009,7,51,13.7,P,,B,01,03,1
025799,North Central Opportunities Industrialization Center,120 Jackson Street,Fairmont,WV,West Virginia,26554,2936,,Non-Degree 1 Year (900-1799 hours),Priv,2009,20,56,35.7,A,,B,01,03,1
003810,Concord University,Vermillion Street,Athens,WV,West Virginia,24712,0000,,Master's Degree or Doctor's Degree,Pub,2009,106,662,16,A,,B,03,03,1
010861,West Virginia Business College,1052 Main Street,Wheeling,WV,West Virginia,26003,2702,,Associate's Degree,Prop,2009,37,96,38.5,A,,B,01,03,1
040386,Kanawha Valley Community and Technical College,Rt 25 and Barron Drive,Institute,WV,West Virginia,25112,1000,,Associate's Degree,Pub,2009,111,482,23,A,,B,2,03,1
026094,Valley College,287 Aikens Center,Martinsburg,WV,West Virginia,25404,5711,,Associate's Degree,Prop,2009,8,45,17.7,A,,D,02,03,1
003813,Glenville State College,200 High Street,Glenville,WV,West Virginia,26351,1292,,Bachelor's Degree,Pub,2009,57,390,14.6,A,,B,01,03,1
007600,International Beauty School,201 W. King Street,Martinsburg,WV,West Virginia,25401,3231,,Non-Degree 2 Years (1800-2699 hours),Prop,2009,6,44,13.6,A,,B,02,03,1
003818,University of Charleston,2300 MacCorkle Avenue SE,Charleston,WV,West Virginia,25304,1099,,Master's Degree or Doctor's Degree,Priv,2009,40,283,14.1,A,,B,02,03,1
003823,West Liberty University,185 Main Hall,West Liberty,WV,West Virginia,26074,0295,,Master's Degree or Doctor's Degree,Pub,2009,125,810,15.4,A,,B,01,03,1
003812,Fairmont State University,1201 Locust Avenue,Fairmont,WV,West Virginia,26554,2470,,Master's Degree or Doctor's Degree,Pub,2009,240,1740,13.7,A,,B,01,03,1
003806,Alderson Broaddus College,College Hill Drive,Philippi,WV,West Virginia,26416,1051,,Master's Degree or Doctor's Degree,Priv,2009,30,292,10.2,A,,B,01,03,1
003826,West Virginia State University,Rt. 25 and Barron Drive,Institute,WV,West Virginia,25112,0000,,Master's Degree or Doctor's Degree,Pub,2009,109,772,14.1,P,H,B,02,03,1
003811,Davis & Elkins College,100 Campus Drive,Elkins,WV,West Virginia,26241,3996,,Bachelor's Degree,Priv,2009,27,218,12.3,A,,B,02,03,1
003807,Mountain State University,609 South Kanawha Street,Beckley,WV,West Virginia,25801,5624,,Master's Degree or Doctor's Degree,Priv,2009,272,2005,13.5,A,,B,03,03,1
005008,Mountain State College,Spring at Sixteenth,Parkersburg,WV,West Virginia,26101,3993,,Associate's Degree,Prop,2009,13,75,17.3,A,,B,01,03,1
003815,Marshall University,One John Marshall Drive,Huntington,WV,West Virginia,25755,3300,,Master's Degree or Doctor's Degree,Pub,2009,270,2719,9.9,P,,B,03,03,1
031021,Morgantown Beauty College,276 Walnut Street,Morgantown,WV,West Virginia,26505,5430,,Non-Degree 2 Years (1800-2699 hours),Prop,2009,6,52,11.5,A,,B,01,03,1
003808,Bethany College,Main Street,Bethany,WV,West Virginia,26032,0417,,Master's Degree or Doctor's Degree,Priv,2009,29,266,10.9,A,,B,01,03,1
003830,West Virginia Wesleyan College,59 College Avenue,Buckannon,WV,West Virginia,26201,2600,,Master's Degree or Doctor's Degree,Priv,2009,26,350,7.4,A,,B,02,03,1
037343,John D. Rockefeller IV Career Center,95 Rocky Side Road,New Cumberland,WV,West Virginia,26047,9424,,Non-Degree 1 Year (900-1799 hours),Pub,2009,1,11,9,A,,B,01,03,1
003827,West Virginia University,University Avenue at College,Morgantown,WV,West Virginia,26506,6201,,Master's Degree or Doctor's Degree,Pub,2009,429,5600,7.6,P,,B,01,03,1
003822,Shepherd University,301 North King Street,Shepherdstown,WV,West Virginia,25443,3210,,Master's Degree or Doctor's Degree,Pub,2009,55,801,6.8,A,,B,02,03,1
012573,West Virginia University Hospitals,Medical Center Drive,Morgantown,WV,West Virginia,26506,8062,,Non-Degree 3 Plus Years (>= 2700 hours),Priv,2009,0,13,0,A,,B,01,03,1
038193,American Public University System,111 West Congress Street,Charles Town,WV,West Virginia,25414,1621,,Master's Degree or Doctor's Degree,Prop,2009,114,1563,7.2,A,,B,2,03,1
010573,West Virginia Junior College,1000 Virginia Street East,Charleston,WV,West Virginia,25301,9983,,Associate's Degree,Prop,2009,35,335,10.4,A,,B,02,03,1
010356,Everest Institute,5514 Big Tyler Road,Cross Lanes,WV,West Virginia,25313,1304,,Associate's Degree,Prop,2009,507,1715,29.5,A,,B,02,03,1
007544,Appalachian Bible College,161 College Drive,Mount Hope,WV,West Virginia,25880,9554,,Master's Degree or Doctor's Degree,Priv,2009,3,47,6.3,A,,B,03,03,1
003819,Ohio Valley University,1 Campus View Drive,Vienna,WV,West Virginia,26105,8000,,Master's Degree or Doctor's Degree,Priv,2009,18,176,10.2,A,,B,01,03,1
003831,Wheeling Jesuit University,316 Washington Avenue,Wheeling,WV,West Virginia,26003,6243,,Master's Degree or Doctor's Degree,Priv,2009,26,392,6.6,A,,B,01,03,1
005007,West Virginia Junior College,148 Willey Street,Morgantown,WV,West Virginia,26505,5596,,Associate's Degree,Prop,2009,7,184,3.8,A,,B,01,03,1
008355,James Rumsey Technical Institute,3274 Hedgesville Road,Martinsburg,WV,West Virginia,25403,0259,,Non-Degree 1 Year (900-1799 hours),Pub,2009,0,0,0,A,,B,02,03,1
010140,Mineral County Vocational Technical Center,600 Harley O. Staggers Drive,Keyser,WV,West Virginia,26726,2800,,Non-Degree 1 Year (900-1799 hours),Pub,2009,0,0,0,A,,B,01,03,1
011245,West Virginia School of Osteopathic Medicine,400 North Lee Street,Lewisburg,WV,West Virginia,24901,1128,,First Professional Degree,Pub,2009,1,114,0.8,P,,B,03,03,1
012743,Benjamin Franklin Career & Technical Center,500 28th Street,Dunbar,WV,West Virginia,25064,1622,,Non-Degree 2 Years (1800-2699 hours),Pub,2009,0,0,0,A,,B,02,03,1
012904,Monongalia County Technical Education Center,1000 Mississippi Street,Morgantown,WV,West Virginia,26501,6841,,Non-Degree 1 Year (900-1799 hours),Pub,2009,0,0,0,A,,B,01,03,1
012905,Academy of Careers and Technology,390 Stanaford Road,Beckley,WV,West Virginia,25801,3142,,Non-Degree 1 Year (900-1799 hours),Pub,2009,0,0,0,A,,B,03,03,1
020574,Roane Jackson Technical Center,4800 Spencer Rd,LeRoy,WV,West Virginia,25252,9700,,Non-Degree 1 Year (900-1799 hours),Pub,2009,0,0,0,A,,B,02,03,1
020680,United Technical Center,"Route 3, Campus Box 43C",Clarksburg,WV,West Virginia,26301,9524,,Non-Degree 1 Year (900-1799 hours),Pub,2009,0,0,0,A,,B,01,03,1
020734,Carver Career and Technical Education Center,4799 Midland Drive,Charleston,WV,West Virginia,25306,6397,,Associate's Degree,Pub,2009,0,0,0,A,,,02,03,1
022182,Garnet Career Center,422 Dickinson Street,Charleston,WV,West Virginia,25301,1703,,Non-Degree 1 Year (900-1799 hours),Pub,2009,0,0,0,A,,B,02,03,1
022753,Cabell County Career Technology Center,1035 Norway Avenue,Huntington,WV,West Virginia,25705,2827,,Non-Degree 1 Year (900-1799 hours),Pub,2009,0,0,0,A,,B,03,03,1
025245,Ralph R Willis Career and Technical  Center,144 Vocational Road,Stollings,WV,West Virginia,25646,0144,,Non-Degree 1 Year (900-1799 hours),Pub,2009,0,1,0,A,,B,03,03,1
025355,Mercer County Technical Education Center,1397 Stafford Drive,Princeton,WV,West Virginia,24740,2467,,Non-Degree 2 Years (1800-2699 hours),Pub,2009,0,0,0,A,,B,03,03,1
040385,Pierpont Community & Technical College,1201 Locust Avenue,Fairmont,WV,West Virginia,26554,2451,,Associate's Degree,Pub,2009,0,0,0,A,,B,1,03,0
003933,Western Wyoming Community College,2500 College Drive,Rock Springs,WY,Wyoming,82901,0428,,Associate's Degree,Pub,2009,43,228,18.8,A,,B,AL,08,1
007289,Central Wyoming College,2660 Peck Avenue,Riverton,WY,Wyoming,82501,2215,,Associate's Degree,Pub,2009,56,223,25.1,A,,B,AL,08,1
022119,Cheeks International Academy of Beauty Culture,207 West 18th Street,Cheyenne,WY,Wyoming,82001,4413,,Non-Degree 2 Years (1800-2699 hours),Prop,2009,10,99,10.1,A,,D,AL,08,1
003928,Casper College,125 College Drive,Casper,WY,Wyoming,82601,4612,,Associate's Degree,Pub,2009,58,429,13.5,A,,B,AL,08,1
009259,Laramie County Community College,1400 East College Drive,Cheyenne,WY,Wyoming,82007,3299,,Associate's Degree,Pub,2009,83,478,17.3,A,,B,AL,08,1
003930,Sheridan College,3059 Coffeen Avenue,Sheridan,WY,Wyoming,82801,9133,,Associate's Degree,Pub,2009,26,207,12.5,A,,B,AL,08,1
003931,Northwest College,231 West 6th Street,Powell,WY,Wyoming,82435,1895,,Associate's Degree,Pub,2009,30,280,10.7,A,,B,AL,08,1
003929,Eastern Wyoming College,3200 West C Street,Torrington,WY,Wyoming,82240,1603,,Associate's Degree,Pub,2009,27,116,23.2,A,,B,AL,08,1
009157,WyoTech,4373 North 3rd Street,Laramie,WY,Wyoming,82072,9519,,Associate's Degree,Prop,2009,622,3235,19.2,A,,B,AL,08,1
003932,University of Wyoming,Department 3434,Laramie,WY,Wyoming,82071,3663,,Master's Degree or Doctor's Degree,Pub,2009,102,2052,4.9,P,,B,AL,08,1
025938,Concordia University College of Alberta,7128 Ada Boulevard,Edmonton,ZZ,,,,"Alberta, CANADA T5B 4E4",Master's Degree or Doctor's Degree,Fpvt,2009,1,1,100,A,,B,,11,1
008913,Lakehead University,955 Oliver Road,Thunder Bay,ZZ,,,,"Ontario, CANADA P7B   5E1",Master's Degree or Doctor's Degree,Fpub,2009,1,1,100,A,,D,,11,1
009698,Medicine Hat College,299 College Drive SE,Medicine Hat,ZZ,,,,"Alberta, CANADA T1A   3Y6",Associate's Degree,Fpub,2009,1,2,50,A,,F,,11,1
021497,University of Winchester (The),Sparkford Road,Winchester,ZZ,,,,"Hampshire, ENGLAND S022 4NR",Master's Degree or Doctor's Degree,Fpub,2009,0,0,0,A,,B,,11,1
008148,University of Winnipeg,515 Portage Avenue,Winnipeg,ZZ,,,,"MB, CANADA R3B 2E9",Master's Degree or Doctor's Degree,Fpub,2009,1,3,33.3,A,,B,,11,1
020533,Centro De Estudios Universitarios Xochicalco,Calle San Francisco No. 1139,Ensenada,ZZ,,,,"Baja California, MEXICO 22830",First Professional Degree,Fpvt,2009,27,88,30.6,A,,D,,11,1
008363,Mount Saint Vincent University,166 Bedford Highway,Halifax,ZZ,,,,"Nova Scotia, CANADA B3M 2J6",Master's Degree or Doctor's Degree,Fpvt,2009,1,1,100,A,,B,,11,1
022073,University of Cambridge - Christ's College,St. Andrew's Street,Cambridge,ZZ,,,,ENGLAND CB2   3BU,Master's Degree or Doctor's Degree,Fpub,2009,0,0,0,A,,D,,11,1
022074,Chinese University of Hong Kong (The),"Shatin, New Territories",Hong Kong SAR,ZZ,,,,CHINA,Master's Degree or Doctor's Degree,Fpub,2009,1,1,100,A,,B,,11,1
026116,Ecole Nationale Des Ponts Et Chaussees,"28, Rue Des Saints-Peres",Paris,ZZ,,,,"Paris Cedex 07, FRANCE 75343",Master's Degree or Doctor's Degree,Fpub,2009,1,2,50,A,,F,,11,1
012228,Humber College Intitute of Technology and Advaced Learning,205 Humber College Boulevard,Toronto,ZZ,,,,"Ontario, CANADA M9W 5L7",Bachelor's Degree,Fpub,2009,1,2,50,A,,D,,11,1
023105,De Montfort University,The Gateway,Leicester,ZZ,,,,"Leicestershire, ENGLAND LE1 9BH",Master's Degree or Doctor's Degree,Fpub,2009,0,2,0,A,,B,,11,1
033643,"Faculty of Medicine and Dentistry, Palacky University",Trida Svobody 8,Olomouc,ZZ,,,,CZECH REPUBLIC 771 26,First Professional Degree,Fpub,2009,1,3,33.3,A,,D,,11,1
036534,Universidad De Iberoamerica,"200 M. Este Ice de Tibas, San Jose",San Jose,ZZ,,,,"San Jose, COSTA RICA 11870-1000",Master's Degree or Doctor's Degree,Fpvt,2009,0,3,0,A,,B,,11,1
033325,Kwantlen University College,12666 72nd Avenue,Surrey,ZZ,,,,"British Columbia, CANADA V3W 2M8",Bachelor's Degree,Fpub,2009,0,2,0,A,,B,,11,1
009143,Bar-Ilan University,Ramat-Gan,Ramat-Gan,ZZ,,,,ISRAEL 52900,Master's Degree or Doctor's Degree,Fpvt,2009,1,3,33.3,A,,D,,11,1
010123,Nova Scotia College of Art & Design,5163 Duke Street,Halifax,ZZ,,,,"Nova Scotia, CANADA B3J 3J6",Master's Degree or Doctor's Degree,Fpub,2009,0,2,0,A,,B,,11,1
010866,University of Oxford - Magdalen College,High Street,Oxford,ZZ,,,,"Oxon, ENGLAND OX1   4AU",Master's Degree or Doctor's Degree,Fpub,2009,0,2,0,A,,D,,11,1
030803,Sheffield Hallam University,Howard Street,Sheffield,ZZ,,,,ENGLAND  S1 1WB,Master's Degree or Doctor's Degree,Fpub,2009,0,1,0,A,,B,,11,1
038183,Leipzig Graduate School of Management,Jahnallee 59,Leipzig,ZZ,,,,GERMANY D-04109,Master's Degree or Doctor's Degree,Fpvt,2009,0,4,0,A,,D,,11,1
022321,University of Cambridge - Hughes Hall,Wollaston Road,Cambridge,ZZ,,,,ENGLAND CB1   2EW,Master's Degree or Doctor's Degree,Fpub,2009,1,4,25,A,,D,,11,1
010977,Universidad Central del Este,Avenida Circunvalacion,San Pedro de Macoris,ZZ,,,,DOMINICAN REPUBLIC,Master's Degree or Doctor's Degree,Fpvt,2009,29,134,21.6,A,,B,,11,1
009505,Trent University,1600 Westbank Dr,Peterborough,ZZ,,,,"Ontario, CANADA K9J   7B8",Master's Degree or Doctor's Degree,Fpub,2009,0,0,0,A,,B,,11,1
022192,University of Saskatchewan,105 Administration Place,Saskatoon,ZZ,,,,"Saskatchewan, CANADA S7N 5A2",Master's Degree or Doctor's Degree,Fpub,2009,0,4,0,A,,D,,11,1
035473,University of Glamorgan,"Llantwit Road, Treforest",Pontypridd,ZZ,,,,"South Wales, WALES CF37 1DL",Master's Degree or Doctor's Degree,Fpub,2009,1,4,25,A,,B,,11,1
010914,Monash University,Wellington Road,Clayton,ZZ,,,,"Victoria, AUSTRALIA 3800",Master's Degree or Doctor's Degree,Fpub,2009,2,10,20,A,,B,,11,1
012811,Instituto Tecnologico de Santo Domingo,"Avenida de Los Proceres, Gala",Santo Domingo,ZZ,,,,DOMINICAN REPUBLIC,Master's Degree or Doctor's Degree,Fpvt,2009,3,18,16.6,A,,D,,11,1
030950,RMIT University,124 La Trobe Street,Melbourne,ZZ,,,,"Victoria, AUSTRALIA 3000",Master's Degree or Doctor's Degree,Fpub,2009,2,16,12.5,A,,D,,11,1
033523,London South Bank University,103 Borough Road,London,ZZ,,,,ENGLAND SE1 0AA,Master's Degree or Doctor's Degree,Fpvt,2009,0,1,0,A,,B,,11,1
008364,Saint Mary's University,923 Robie Street,Halifax,ZZ,,,,"Nova Scotia, CANADA B3H 3C3",Master's Degree or Doctor's Degree,Fpub,2009,2,10,20,A,,B,,11,1
021896,Rijksuniversiteit Groningen,Broerstraat 5,Groningen,ZZ,,,,THE NETHERLANDS 9712 CP,Master's Degree or Doctor's Degree,Fpub,2009,1,4,25,A,,B,,11,1
023521,University of Plymouth,Drake Circus,Plymouth,ZZ,,,,"Devon, ENGLAND PL4 8AA",Master's Degree or Doctor's Degree,Fpub,2009,1,5,20,A,,D,,11,1
033393,St. Stephen's University,8 Main Street,St. Stephen,ZZ,,,,"New Brunswick, CANADA E3L 3E2",Master's Degree or Doctor's Degree,Fpvt,2009,0,1,0,A,,D,,11,1
035173,University of Brighton,Mithras House,Brighton,ZZ,,,,"East Sussex, ENGLAND BN2 4AT",Master's Degree or Doctor's Degree,Fpub,2009,1,4,25,A,,D,,11,1
010067,Lund University,Paradisgatan 2,Lund,ZZ,,,,SWEDEN 221   00,Master's Degree or Doctor's Degree,Fpub,2009,3,10,30,A,,D,,11,1
031403,Edith Cowan University,270 Joondalup Drive,Perth,ZZ,,,,"Western Australia, AUSTRALIA 6027",Master's Degree or Doctor's Degree,Fpub,2009,2,10,20,A,,B,,11,1
006689,University of Windsor,401 Sunset Avenue,Windsor,ZZ,,,,"Ontario, CANADA N9B   3P4",Master's Degree or Doctor's Degree,Fpub,2009,2,15,13.3,A,,B,,11,1
006837,Universite Laval,Avenue des sciences humaines,Quebec,ZZ,,,,"Quebec, CANADA G1V0A6",Master's Degree or Doctor's Degree,Fpub,2009,1,3,33.3,A,,B,,11,1
008582,Wilfrid Laurier University,75 University Avenue West,Waterloo,ZZ,,,,"Ontario, CANADA N2L   3C5",Master's Degree or Doctor's Degree,Fpub,2009,0,2,0,A,,D,,11,1
009421,Brandon University,270-18th Street,Brandon,ZZ,,,,"Manitoba, CANADA R7A   6A9",Master's Degree or Doctor's Degree,Fpub,2009,1,1,100,A,,B,,11,1
010676,Universidad de Monterrey,Ave. I. Morones Prieto 4500,San Pedro Garza Garcia,ZZ,,,,"Nuevo Leon, MEXICO 66238",Master's Degree or Doctor's Degree,Fpvt,2009,1,4,25,A,,B,,11,1
034663,Instituto Centroamericano de Administracion de Empresas,"INCAE, La Garita",Alajuela,ZZ,,,,COSTA RICA Alajuela,Master's Degree or Doctor's Degree,Fpvt,2009,1,5,20,A,,B,,11,1
012802,Pontificia Universidad Catolica Madre y Maestra,Autopista Duarte KM 1 1/2,Santiago,ZZ,,,,DOMINICAN REPUBLIC,Master's Degree or Doctor's Degree,Fpvt,2009,5,32,15.6,A,,B,,11,1
021777,University of Cambridge - King's College,King's Parade,Cambridge,ZZ,,,,ENGLAND CB2   1ST,Master's Degree or Doctor's Degree,Fpub,2009,0,6,0,A,,D,,11,1
033004,"Univerzita Karlova v Praze, First Faculty of Medicine (The)",Ovocny trh 3/5,Prague 1,ZZ,,,,CZECH REPUBLIC 116 36,First Professional Degree,Fpub,2009,1,5,20,A,,B,,11,1
030333,Manchester Metropolitan University,All Saints Building,Manchester,ZZ,,,,ENGLAND M15 6BH,Master's Degree or Doctor's Degree,Fpub,2009,1,6,16.6,A,,B,,11,1
033293,John Cabot University,"Via della Lungara, 233",Rome,ZZ,,,,"Rome, ITALY 00165",Bachelor's Degree,Fpvt,2009,2,18,11.1,A,,D,,11,1
007679,York University,4700 Keele Street,Toronto,ZZ,,,,"Ontario, CANADA M3J 1P3",Master's Degree or Doctor's Degree,Fpub,2009,2,25,8,A,,B,,11,1
033654,Auckland University of Technology,Wellesley Street,Auckland,ZZ,,,,NEW ZEALAND 1020,Master's Degree or Doctor's Degree,Fpub,2009,0,4,0,A,,D,,11,1
009006,University of Salford (The),"Student Life, University House",Salford,ZZ,,,,ENGLAND M5 4WT,Master's Degree or Doctor's Degree,Fpub,2009,1,6,16.6,A,,B,,11,1
036013,Universitat Jaume I de Castello (UJI),Campus del Riu Sec,Castello de la Plana,ZZ,,,,SPAIN 12071,Master's Degree or Doctor's Degree,Fpub,2009,0,4,0,A,,B,,11,1
030887,Royal Scottish Academy of Music and Drama,100 Renfrew Street,Glasgow,ZZ,,,,SCOTLAND G2 3DB,Master's Degree or Doctor's Degree,Fpub,2009,1,11,9,A,,D,,11,1
010864,University of Dundee,Nethergate,Dundee,ZZ,,,,SCOTLAND DD1 4HN,Master's Degree or Doctor's Degree,Fpub,2009,0,8,0,A,,B,,11,1
011055,University of Oxford - Lady Margaret Hall,Norham Gardens,Oxford,ZZ,,,,ENGLAND OX2   6QA,Master's Degree or Doctor's Degree,Fpub,2009,1,6,16.6,A,,D,,11,1
031405,Queensland University of Technology,2 George Street,Brisbane,ZZ,,,,"Queensland, AUSTRALIA 4000",Master's Degree or Doctor's Degree,Fpub,2009,1,13,7.6,A,,D,,11,1
008371,American University of Beirut,Bliss Street,Beirut,ZZ,,,,"Beirut, LEBANON 11-0236",Master's Degree or Doctor's Degree,Fpvt,2009,2,19,10.5,A,,D,,11,1
010418,Instituto Tecnologico y de Estudios Superiores de Monterrey,Av. Eugenio Garza Sada No.2501 Sur,Monterrey,ZZ,,,,"Nuevo Leon, MEXICO 64849",Master's Degree or Doctor's Degree,Fpvt,2009,1,16,6.2,A,,B,,11,1
006715,University of Geneva,Uni-Dufour,Geneva 4,ZZ,,,,SWITZERLAND CH-1211,Master's Degree or Doctor's Degree,Fpub,2009,1,8,12.5,A,,B,,11,1
008365,Concordia University,"1455 De Maisonneuve West, GM-230",Montreal,ZZ,,,,"Quebec, CANADA H3G 1M8",Master's Degree or Doctor's Degree,Fpub,2009,6,59,10.1,A,,D,,11,1
009500,Memorial University of Newfoundland,Elizabeth Avenue,St John's,ZZ,,,,"Newfoundland, CANADA A1C 5S7",Master's Degree or Doctor's Degree,Fpub,2009,1,4,25,A,,B,,11,1
031028,Robert Gordon University (The),Schoolhill,Aberdeen,ZZ,,,,SCOTLAND AB10   1FR,Master's Degree or Doctor's Degree,Fpub,2009,1,3,33.3,A,,D,,11,1
009084,"University of London, Birkbeck",Malet Street,London,ZZ,,,,ENGLAND WC1 E7HX,Master's Degree or Doctor's Degree,Fpub,2009,0,16,0,A,,D,,11,1
031025,American University Of Rome,Via Pietro Roselli 4,Rome,ZZ,,,,ITALY 00153,Bachelor's Degree,Fpvt,2009,4,24,16.6,A,,D,,11,1
022095,Universiteit Utrecht,Studentenservice,Utrecht,ZZ,,,,THE NETHERLANDS 3584 CS,Master's Degree or Doctor's Degree,Fpub,2009,1,11,9,A,,D,,11,1
030450,University of East London,Longbridge Road,Dagenham,ZZ,,,,"Essex, ENGLAND RM8 2AS",Master's Degree or Doctor's Degree,Fpub,2009,1,3,33.3,A,,B,,11,1
004012,Hebrew University of Jerusalem (The),Mount Scopus,Jerusalem,ZZ,,,,ISRAEL 91905,Master's Degree or Doctor's Degree,Fpub,2009,1,24,4.1,A,,B,,11,1
008444,Simon Fraser University,8888 University Boulevard,Burnaby,ZZ,,,,"British Columbia, CANADA V5A 1S6",Master's Degree or Doctor's Degree,Fpub,2009,2,18,11.1,A,,B,,11,1
008366,Universite de Montreal,2900 Edouard-Montpetit Boulevard,Montreal,ZZ,,,,"Quebec, CANADA H3T 1J4",Master's Degree or Doctor's Degree,Fpub,2009,1,8,12.5,A,,D,,11,1
008448,University of Regina,3737 Wascana Parkway,Regina,ZZ,,,,"Saskatchewan, CANADA S4S   0A2",Master's Degree or Doctor's Degree,Fpub,2009,0,6,0,A,,D,,11,1
023552,Ecole Superieure de Cuisine Francaise,28 rue de l'Abbe Gregoire,Paris,ZZ,,,,FRANCE 75006,Graduate/Professional (>= 300 hours),Fpub,2009,0,5,0,A,,B,,11,1
031406,Southern Cross University,Military Road,East Lismore,ZZ,,,,"NSW, AUSTRALIA 2480",Master's Degree or Doctor's Degree,Fpub,2009,0,4,0,A,,D,,11,1
